Frame,DensityPercentage
1443,1.16,2025-07-22 18:02:20,289
1444,1.16,2025-07-22 18:02:20,289
1445,1.15,2025-07-22 18:02:24,290
1446,1.16,2025-07-22 18:02:24,290
1447,1.16,2025-07-22 18:02:24,290
1448,1.17,2025-07-22 18:02:24,290
1449,1.17,2025-07-22 18:02:24,290
1450,1.16,2025-07-22 18:02:31,291
1451,1.18,2025-07-22 18:02:31,291
1452,1.18,2025-07-22 18:02:31,291
1453,1.18,2025-07-22 18:02:31,291
1454,1.18,2025-07-22 18:02:31,291
1455,1.21,2025-07-22 18:02:35,292
1456,1.19,2025-07-22 18:02:35,292
1457,1.19,2025-07-22 18:02:35,292
1458,1.17,2025-07-22 18:02:35,292
1459,1.18,2025-07-22 18:02:35,292
1460,1.17,2025-07-22 18:02:41,293
1461,1.2,2025-07-22 18:02:41,293
1462,1.2,2025-07-22 18:02:41,293
1463,1.2,2025-07-22 18:02:41,293
1464,0.74,2025-07-22 18:02:41,293
1465,1.3,2025-07-22 18:02:46,294
1466,0.99,2025-07-22 18:02:46,294
1467,0.77,2025-07-22 18:02:46,294
1468,1.11,2025-07-22 18:02:46,294
1469,1.13,2025-07-22 18:02:46,294
1470,1.13,2025-07-22 18:02:51,295
1471,1.13,2025-07-22 18:02:51,295
1472,0.91,2025-07-22 18:02:51,295
1473,0.89,2025-07-22 18:02:51,295
1474,1.0,2025-07-22 18:02:51,295
1475,1.18,2025-07-22 18:03:01,296
1476,1.15,2025-07-22 18:03:01,296
1477,1.08,2025-07-22 18:03:01,296
1478,0.35,2025-07-22 18:03:01,296
1479,1.1,2025-07-22 18:03:01,296
1480,1.1,2025-07-22 18:03:05,297
1481,1.03,2025-07-22 18:03:05,297
1482,1.08,2025-07-22 18:03:05,297
1483,1.12,2025-07-22 18:03:05,297
1484,1.09,2025-07-22 18:03:05,297
1485,1.1,2025-07-22 18:03:08,298
1486,1.09,2025-07-22 18:03:08,298
1487,1.06,2025-07-22 18:03:08,298
1488,1.05,2025-07-22 18:03:08,298
1489,1.06,2025-07-22 18:03:08,298
1490,1.09,2025-07-22 18:03:14,299
1491,1.1,2025-07-22 18:03:14,299
1492,1.09,2025-07-22 18:03:14,299
1493,1.1,2025-07-22 18:03:14,299
1494,1.11,2025-07-22 18:03:14,299
1495,1.12,2025-07-22 18:03:19,300
1496,1.1,2025-07-22 18:03:19,300
1497,1.09,2025-07-22 18:03:19,300
1498,1.1,2025-07-22 18:03:19,300
1499,1.1,2025-07-22 18:03:19,300
1500,1.11,2025-07-22 18:03:25,301
1501,1.11,2025-07-22 18:03:25,301
1502,1.12,2025-07-22 18:03:25,301
1503,1.08,2025-07-22 18:03:25,301
1504,1.12,2025-07-22 18:03:25,301
1505,1.08,2025-07-22 18:03:32,302
1506,1.05,2025-07-22 18:03:32,302
1507,1.07,2025-07-22 18:03:32,302
1508,0.98,2025-07-22 18:03:32,302
1509,0.95,2025-07-22 18:03:32,302
1510,0.89,2025-07-22 18:03:35,303
1511,1.05,2025-07-22 18:03:35,303
1512,1.12,2025-07-22 18:03:35,303
1513,1.2,2025-07-22 18:03:35,303
1514,1.07,2025-07-22 18:03:35,303
1515,0.98,2025-07-22 18:03:39,304
1516,0.94,2025-07-22 18:03:39,304
1517,0.93,2025-07-22 18:03:39,304
1518,0.93,2025-07-22 18:03:39,304
1519,0.93,2025-07-22 18:03:39,304
1520,0.93,2025-07-22 18:03:45,305
1521,0.93,2025-07-22 18:03:45,305
1522,0.93,2025-07-22 18:03:45,305
1523,0.92,2025-07-22 18:03:45,305
1524,0.93,2025-07-22 18:03:45,305
1525,0.93,2025-07-22 18:03:50,306
1526,0.93,2025-07-22 18:03:50,306
1527,0.93,2025-07-22 18:03:50,306
1528,0.93,2025-07-22 18:03:50,306
1529,0.93,2025-07-22 18:03:50,306
1530,0.93,2025-07-22 18:03:55,307
1531,0.92,2025-07-22 18:03:55,307
1532,0.92,2025-07-22 18:03:55,307
1533,0.94,2025-07-22 18:03:55,307
1534,0.92,2025-07-22 18:03:55,307
1535,0.93,2025-07-22 18:04:00,308
1536,0.92,2025-07-22 18:04:00,308
1537,0.93,2025-07-22 18:04:00,308
1538,0.95,2025-07-22 18:04:00,308
1539,0.95,2025-07-22 18:04:00,308
1540,0.94,2025-07-22 18:04:07,309
1541,0.94,2025-07-22 18:04:07,309
1542,0.95,2025-07-22 18:04:07,309
1543,0.94,2025-07-22 18:04:07,309
1544,0.95,2025-07-22 18:04:07,309
1545,0.94,2025-07-22 18:04:13,310
1546,0.96,2025-07-22 18:04:13,310
1547,0.95,2025-07-22 18:04:13,310
1548,0.95,2025-07-22 18:04:13,310
1549,0.96,2025-07-22 18:04:13,310
1550,0.98,2025-07-22 18:04:16,311
1551,1.03,2025-07-22 18:04:16,311
1552,1.04,2025-07-22 18:04:16,311
1553,1.05,2025-07-22 18:04:16,311
1554,1.03,2025-07-22 18:04:16,311
1555,0.56,2025-07-22 18:04:22,312
1556,0.82,2025-07-22 18:04:22,312
1557,1.11,2025-07-22 18:04:22,312
1558,1.12,2025-07-22 18:04:22,312
1559,1.23,2025-07-22 18:04:22,312
1560,1.13,2025-07-22 18:04:28,313
1561,1.12,2025-07-22 18:04:28,313
1562,1.13,2025-07-22 18:04:28,313
1563,1.14,2025-07-22 18:04:28,313
1564,1.14,2025-07-22 18:04:28,313
1565,1.09,2025-07-22 18:04:32,314
1566,1.15,2025-07-22 18:04:32,314
1567,1.18,2025-07-22 18:04:32,314
1568,1.06,2025-07-22 18:04:32,314
1569,0.86,2025-07-22 18:04:32,314
1570,0.95,2025-07-22 18:04:42,315
1571,1.11,2025-07-22 18:04:42,315
1572,1.17,2025-07-22 18:04:42,315
1573,1.22,2025-07-22 18:04:42,315
1574,1.16,2025-07-22 18:04:42,315
1575,1.2,2025-07-22 18:04:45,316
1576,1.23,2025-07-22 18:04:45,316
1577,1.15,2025-07-22 18:04:45,316
1578,1.13,2025-07-22 18:04:45,316
1579,1.08,2025-07-22 18:04:45,316
1580,1.0,2025-07-22 18:04:48,317
1581,0.65,2025-07-22 18:04:48,317
1582,0.53,2025-07-22 18:04:48,317
1583,0.49,2025-07-22 18:04:48,317
1584,0.91,2025-07-22 18:04:48,317
1585,0.9,2025-07-22 18:04:54,318
1586,0.89,2025-07-22 18:04:54,318
1587,0.9,2025-07-22 18:04:54,318
1588,0.91,2025-07-22 18:04:54,318
1589,0.9,2025-07-22 18:04:54,318
1590,0.91,2025-07-22 18:04:58,319
1591,0.91,2025-07-22 18:04:58,319
1592,0.91,2025-07-22 18:04:58,319
1593,0.92,2025-07-22 18:04:58,319
1594,0.91,2025-07-22 18:04:58,319
1595,0.92,2025-07-22 18:05:04,320
1596,0.92,2025-07-22 18:05:04,320
1597,0.93,2025-07-22 18:05:04,320
1598,0.93,2025-07-22 18:05:04,320
1599,0.92,2025-07-22 18:05:04,320
1600,0.93,2025-07-22 18:05:08,321
1601,0.93,2025-07-22 18:05:08,321
1602,0.93,2025-07-22 18:05:08,321
1603,0.93,2025-07-22 18:05:08,321
1604,0.94,2025-07-22 18:05:08,321
1605,0.95,2025-07-22 18:05:15,322
1606,0.99,2025-07-22 18:05:15,322
1607,1.0,2025-07-22 18:05:15,322
1608,0.98,2025-07-22 18:05:15,322
1609,1.0,2025-07-22 18:05:15,322
1610,0.99,2025-07-22 18:05:19,323
1611,1.0,2025-07-22 18:05:19,323
1612,0.99,2025-07-22 18:05:19,323
1613,1.0,2025-07-22 18:05:19,323
1614,1.0,2025-07-22 18:05:19,323
1615,1.01,2025-07-22 18:05:25,324
1616,1.01,2025-07-22 18:05:25,324
1617,1.04,2025-07-22 18:05:25,324
1618,1.02,2025-07-22 18:05:25,324
1619,1.04,2025-07-22 18:05:25,324
1620,1.04,2025-07-22 18:05:30,325
1621,1.02,2025-07-22 18:05:30,325
1622,1.16,2025-07-22 18:05:30,325
1623,1.07,2025-07-22 18:05:30,325
1624,1.04,2025-07-22 18:05:30,325
1625,1.06,2025-07-22 18:05:36,326
1626,1.07,2025-07-22 18:05:36,326
1627,1.08,2025-07-22 18:05:36,326
1628,1.09,2025-07-22 18:05:36,326
1629,1.09,2025-07-22 18:05:36,326
1630,1.09,2025-07-22 18:05:42,327
1631,1.1,2025-07-22 18:05:42,327
1632,1.05,2025-07-22 18:05:42,327
1633,1.06,2025-07-22 18:05:42,327
1634,1.06,2025-07-22 18:05:42,327
1635,1.06,2025-07-22 18:05:48,328
1636,1.07,2025-07-22 18:05:48,328
1637,1.12,2025-07-22 18:05:48,328
1638,1.14,2025-07-22 18:05:48,328
1639,1.09,2025-07-22 18:05:48,328
1640,1.07,2025-07-22 18:05:52,329
1641,1.1,2025-07-22 18:05:52,329
1642,1.11,2025-07-22 18:05:52,329
1643,1.12,2025-07-22 18:05:52,329
1644,1.12,2025-07-22 18:05:52,329
1645,1.06,2025-07-22 18:05:56,330
1646,1.06,2025-07-22 18:05:56,330
1647,1.07,2025-07-22 18:05:56,330
1648,1.09,2025-07-22 18:05:56,330
1649,1.08,2025-07-22 18:05:56,330
1650,1.1,2025-07-22 18:06:01,331
1651,1.11,2025-07-22 18:06:01,331
1652,1.11,2025-07-22 18:06:01,331
1653,1.11,2025-07-22 18:06:01,331
1654,1.12,2025-07-22 18:06:01,331
1655,1.13,2025-07-22 18:06:09,332
1656,1.16,2025-07-22 18:06:09,332
1657,1.15,2025-07-22 18:06:09,332
1658,1.16,2025-07-22 18:06:09,332
1659,1.17,2025-07-22 18:06:09,332
1660,1.07,2025-07-22 18:06:13,333
1661,1.08,2025-07-22 18:06:13,333
1662,1.07,2025-07-22 18:06:13,333
1663,1.08,2025-07-22 18:06:13,333
1664,1.13,2025-07-22 18:06:13,333
1665,1.16,2025-07-22 18:06:18,334
1666,1.3,2025-07-22 18:06:18,334
1667,1.18,2025-07-22 18:06:18,334
1668,1.12,2025-07-22 18:06:18,334
1669,1.14,2025-07-22 18:06:18,334
1670,1.16,2025-07-22 18:06:23,335
1671,1.17,2025-07-22 18:06:23,335
1672,1.14,2025-07-22 18:06:23,335
1673,1.14,2025-07-22 18:06:23,335
1674,1.13,2025-07-22 18:06:23,335
1675,1.13,2025-07-22 18:06:33,336
1676,1.17,2025-07-22 18:06:33,336
1677,1.18,2025-07-22 18:06:33,336
1678,1.16,2025-07-22 18:06:33,336
1679,1.14,2025-07-22 18:06:33,336
1680,1.16,2025-07-22 18:06:36,337
1681,1.16,2025-07-22 18:06:36,337
1682,1.16,2025-07-22 18:06:36,337
1683,1.2,2025-07-22 18:06:36,337
1684,1.09,2025-07-22 18:06:36,337
1685,1.08,2025-07-22 18:06:39,338
1686,1.07,2025-07-22 18:06:39,338
1687,1.08,2025-07-22 18:06:39,338
1688,1.08,2025-07-22 18:06:39,338
1689,1.09,2025-07-22 18:06:39,338
1690,1.11,2025-07-22 18:06:44,339
1691,1.12,2025-07-22 18:06:44,339
1692,1.13,2025-07-22 18:06:44,339
1693,1.13,2025-07-22 18:06:44,339
1694,1.14,2025-07-22 18:06:44,339
1695,1.14,2025-07-22 18:06:49,340
1696,1.13,2025-07-22 18:06:49,340
1697,1.14,2025-07-22 18:06:49,340
1698,1.28,2025-07-22 18:06:49,340
1699,1.16,2025-07-22 18:06:49,340
1700,1.15,2025-07-22 18:06:58,341
1701,1.27,2025-07-22 18:06:58,341
1702,0.96,2025-07-22 18:06:58,341
1703,0.79,2025-07-22 18:06:58,341
1704,0.8,2025-07-22 18:06:58,341
1705,0.81,2025-07-22 18:07:02,342
1706,0.83,2025-07-22 18:07:02,342
1707,0.8,2025-07-22 18:07:02,342
1708,0.8,2025-07-22 18:07:02,342
1709,0.83,2025-07-22 18:07:02,342
1710,0.86,2025-07-22 18:07:04,343
1711,0.87,2025-07-22 18:07:04,343
1712,1.03,2025-07-22 18:07:04,343
1713,0.93,2025-07-22 18:07:04,343
1714,0.94,2025-07-22 18:07:04,343
1715,0.9,2025-07-22 18:07:11,344
1716,0.96,2025-07-22 18:07:11,344
1717,0.98,2025-07-22 18:07:11,344
1718,0.93,2025-07-22 18:07:11,344
1719,0.91,2025-07-22 18:07:11,344
1720,0.96,2025-07-22 18:07:16,345
1721,0.98,2025-07-22 18:07:16,345
1722,0.89,2025-07-22 18:07:16,345
1723,0.88,2025-07-22 18:07:16,345
1724,0.9,2025-07-22 18:07:16,345
1725,0.91,2025-07-22 18:07:20,346
1726,1.12,2025-07-22 18:07:20,346
1727,1.09,2025-07-22 18:07:20,346
1728,0.97,2025-07-22 18:07:20,346
1729,1.05,2025-07-22 18:07:20,346
1730,1.0,2025-07-22 18:07:26,347
1731,1.09,2025-07-22 18:07:26,347
1732,1.14,2025-07-22 18:07:26,347
1733,1.15,2025-07-22 18:07:26,347
1734,1.12,2025-07-22 18:07:26,347
1735,1.13,2025-07-22 18:07:31,348
1736,1.19,2025-07-22 18:07:31,348
1737,1.14,2025-07-22 18:07:31,348
1738,1.16,2025-07-22 18:07:31,348
1739,1.17,2025-07-22 18:07:31,348
1740,1.15,2025-07-22 18:07:38,349
1741,1.14,2025-07-22 18:07:38,349
1742,1.18,2025-07-22 18:07:38,349
1743,1.25,2025-07-22 18:07:38,349
1744,1.24,2025-07-22 18:07:38,349
1745,1.19,2025-07-22 18:07:41,350
1746,1.12,2025-07-22 18:07:41,350
1747,1.04,2025-07-22 18:07:41,350
1748,1.04,2025-07-22 18:07:41,350
1749,1.0,2025-07-22 18:07:41,350
1750,1.01,2025-07-22 18:07:45,351
1751,1.04,2025-07-22 18:07:45,351
1752,1.39,2025-07-23 10:40:07,351
1753,1.38,2025-07-23 10:40:07,351
1754,1.38,2025-07-23 10:40:07,351
1755,1.38,2025-07-23 10:40:07,352
1756,1.39,2025-07-23 10:40:07,352
1757,1.39,2025-07-23 10:40:11,352
1758,1.39,2025-07-23 10:40:11,352
1759,1.39,2025-07-23 10:40:11,352
1760,1.39,2025-07-23 10:40:11,353
1761,1.4,2025-07-23 10:40:11,353
1762,1.4,2025-07-23 10:40:17,353
1763,1.4,2025-07-23 10:40:17,353
1764,1.4,2025-07-23 10:40:17,353
1765,1.4,2025-07-23 10:40:17,354
1766,1.4,2025-07-23 10:40:17,354
1767,1.41,2025-07-23 10:40:21,354
1768,1.41,2025-07-23 10:40:21,354
1769,1.42,2025-07-23 10:40:21,354
1770,1.41,2025-07-23 10:40:21,355
1771,1.42,2025-07-23 10:40:21,355
1772,1.41,2025-07-23 10:40:29,355
1773,1.42,2025-07-23 10:40:29,355
1774,1.42,2025-07-23 10:40:29,355
1775,1.41,2025-07-23 10:40:29,356
1776,1.42,2025-07-23 10:40:29,356
1777,1.42,2025-07-23 10:40:33,356
1778,1.43,2025-07-23 10:40:33,356
1779,1.43,2025-07-23 10:40:33,356
1780,1.42,2025-07-23 10:40:33,357
1781,1.43,2025-07-23 10:40:33,357
1782,1.44,2025-07-23 10:40:38,357
1783,1.44,2025-07-23 10:40:38,357
1784,1.45,2025-07-23 10:40:38,357
1785,1.45,2025-07-23 10:40:38,358
1786,1.45,2025-07-23 10:40:38,358
1787,1.47,2025-07-23 10:40:46,358
1788,1.44,2025-07-23 10:40:46,358
1789,1.43,2025-07-23 10:40:46,358
1790,1.44,2025-07-23 10:40:46,359
1791,1.45,2025-07-23 10:40:46,359
1792,1.44,2025-07-23 10:40:49,359
1793,1.44,2025-07-23 10:40:49,359
1794,1.43,2025-07-23 10:40:49,359
1795,1.44,2025-07-23 10:40:49,360
1796,1.44,2025-07-23 10:40:49,360
1797,1.45,2025-07-23 10:40:55,360
1798,1.45,2025-07-23 10:40:55,360
1799,1.45,2025-07-23 10:40:55,360
1800,1.46,2025-07-23 10:40:55,361
1801,1.45,2025-07-23 10:40:55,361
1802,1.46,2025-07-23 10:41:03,361
1803,1.45,2025-07-23 10:41:03,361
1804,1.45,2025-07-23 10:41:03,361
1805,1.45,2025-07-23 10:41:03,362
1806,1.45,2025-07-23 10:41:03,362
1807,1.44,2025-07-23 10:41:06,362
1808,1.44,2025-07-23 10:41:06,362
1809,1.44,2025-07-23 10:41:06,362
1810,1.44,2025-07-23 10:41:06,363
1811,1.45,2025-07-23 10:41:06,363
1812,1.45,2025-07-23 10:41:14,363
1813,1.45,2025-07-23 10:41:14,363
1814,1.45,2025-07-23 10:41:14,363
1815,1.46,2025-07-23 10:41:14,364
1816,1.47,2025-07-23 10:41:14,364
1817,1.47,2025-07-23 10:41:19,364
1818,1.47,2025-07-23 10:41:19,364
1819,1.47,2025-07-23 10:41:19,364
1820,1.43,2025-07-23 10:41:19,365
1821,1.42,2025-07-23 10:41:19,365
1822,1.43,2025-07-23 10:41:21,365
1823,1.44,2025-07-23 10:41:21,365
1824,1.43,2025-07-23 10:41:21,365
1825,1.42,2025-07-23 10:41:21,366
1826,1.4,2025-07-23 10:41:21,366
1827,1.4,2025-07-23 10:41:27,366
1828,1.4,2025-07-23 10:41:27,366
1829,1.4,2025-07-23 10:41:27,366
1830,1.4,2025-07-23 10:41:27,367
1831,1.39,2025-07-23 10:41:27,367
1832,1.43,2025-07-23 10:41:36,367
1833,1.43,2025-07-23 10:41:36,367
1834,1.39,2025-07-23 10:41:36,367
1835,1.43,2025-07-23 10:41:36,368
1836,1.4,2025-07-23 10:41:36,368
1837,1.41,2025-07-23 10:41:38,368
1838,1.44,2025-07-23 10:41:38,368
1839,1.39,2025-07-23 10:41:38,368
1840,1.4,2025-07-23 10:41:38,369
1841,1.43,2025-07-23 10:41:38,369
1842,1.43,2025-07-23 10:41:43,369
1843,1.4,2025-07-23 10:41:43,369
1844,1.4,2025-07-23 10:41:43,369
1845,1.39,2025-07-23 10:41:43,370
1846,1.4,2025-07-23 10:41:43,370
1847,1.4,2025-07-23 10:41:49,370
1848,1.4,2025-07-23 10:41:49,370
1849,1.41,2025-07-23 10:41:49,370
1850,1.42,2025-07-23 10:41:49,371
1851,1.42,2025-07-23 10:41:49,371
1852,1.43,2025-07-23 10:41:56,371
1853,1.43,2025-07-23 10:41:56,371
1854,1.44,2025-07-23 10:41:56,371
1855,1.44,2025-07-23 10:41:56,372
1856,1.44,2025-07-23 10:41:56,372
1857,1.42,2025-07-23 10:42:05,372
1858,1.42,2025-07-23 10:42:05,372
1859,1.43,2025-07-23 10:42:05,372
1860,1.43,2025-07-23 10:42:05,373
1861,1.43,2025-07-23 10:42:05,373
1862,1.4,2025-07-23 10:42:13,373
1863,1.4,2025-07-23 10:42:13,373
1864,1.43,2025-07-23 10:42:13,373
1865,1.43,2025-07-23 10:42:13,374
1866,1.42,2025-07-23 10:42:13,374
1867,1.42,2025-07-23 10:42:16,374
1868,1.42,2025-07-23 10:42:16,374
1869,1.42,2025-07-23 10:42:16,374
1870,1.42,2025-07-23 10:42:16,375
1871,1.42,2025-07-23 10:42:16,375
1872,1.41,2025-07-23 10:42:20,375
1873,1.42,2025-07-23 10:42:20,375
1874,1.41,2025-07-23 10:42:20,375
1875,1.4,2025-07-23 10:42:20,376
1876,1.41,2025-07-23 10:42:20,376
1877,1.4,2025-07-23 10:42:24,376
1878,1.43,2025-07-23 10:42:24,376
1879,1.43,2025-07-23 10:42:24,376
1880,1.43,2025-07-23 10:42:24,377
1881,1.41,2025-07-23 10:42:24,377
1882,1.41,2025-07-23 10:42:29,377
1883,1.43,2025-07-23 10:42:29,377
1884,1.43,2025-07-23 10:42:29,377
1885,1.43,2025-07-23 10:42:29,378
1886,1.42,2025-07-23 10:42:29,378
1887,1.42,2025-07-23 10:42:36,378
1888,1.42,2025-07-23 10:42:36,378
1889,1.42,2025-07-23 10:42:36,378
1890,1.42,2025-07-23 10:42:36,379
1891,1.42,2025-07-23 10:42:36,379
1892,1.42,2025-07-23 10:42:44,379
1893,1.41,2025-07-23 10:42:44,379
1894,1.42,2025-07-23 10:42:44,379
1895,1.42,2025-07-23 10:42:44,380
1896,1.42,2025-07-23 10:42:44,380
1897,1.41,2025-07-23 10:42:47,380
1898,1.42,2025-07-23 10:42:47,380
1899,1.42,2025-07-23 10:42:47,380
1900,1.41,2025-07-23 10:42:47,381
1901,1.41,2025-07-23 10:42:47,381
1902,1.41,2025-07-23 10:42:52,381
1903,1.42,2025-07-23 10:42:52,381
1904,1.42,2025-07-23 10:42:52,381
1905,1.42,2025-07-23 10:42:52,382
1906,1.43,2025-07-23 10:42:52,382
1907,1.43,2025-07-23 10:42:56,382
1908,1.42,2025-07-23 10:42:56,382
1909,1.41,2025-07-23 10:42:56,382
1910,1.4,2025-07-23 10:42:56,383
1911,1.41,2025-07-23 10:42:56,383
1912,1.41,2025-07-23 10:43:02,383
1913,1.42,2025-07-23 10:43:02,383
1914,1.43,2025-07-23 10:43:02,383
1915,1.43,2025-07-23 10:43:02,384
1916,1.44,2025-07-23 10:43:02,384
1917,1.43,2025-07-23 10:43:07,384
1918,1.43,2025-07-23 10:43:07,384
1919,1.43,2025-07-23 10:43:07,384
1920,1.43,2025-07-23 10:43:07,385
1921,1.43,2025-07-23 10:43:07,385
1922,1.42,2025-07-23 10:43:16,385
1923,1.43,2025-07-23 10:43:16,385
1924,1.43,2025-07-23 10:43:16,385
1925,1.43,2025-07-23 10:43:16,386
1926,1.42,2025-07-23 10:43:16,386
1927,1.41,2025-07-23 10:43:18,386
1928,1.42,2025-07-23 10:43:18,386
1929,1.43,2025-07-23 10:43:18,386
1930,1.43,2025-07-23 10:43:18,387
1931,1.43,2025-07-23 10:43:18,387
1932,1.43,2025-07-23 10:43:24,387
1933,1.43,2025-07-23 10:43:24,387
1934,1.43,2025-07-23 10:43:24,387
1935,1.43,2025-07-23 10:43:24,388
1936,1.46,2025-07-23 10:43:24,388
1937,1.44,2025-07-23 10:43:29,388
1938,1.43,2025-07-23 10:43:29,388
1939,1.43,2025-07-23 10:43:29,388
1940,1.42,2025-07-23 10:43:29,389
1941,1.42,2025-07-23 10:43:29,389
1942,1.42,2025-07-23 10:43:34,389
1943,1.43,2025-07-23 10:43:34,389
1944,1.43,2025-07-23 10:43:34,389
1945,1.42,2025-07-23 10:43:34,390
1946,1.42,2025-07-23 10:43:34,390
1947,1.41,2025-07-23 10:43:42,390
1948,1.4,2025-07-23 10:43:42,390
1949,1.41,2025-07-23 10:43:42,390
1950,1.39,2025-07-23 10:43:42,391
1951,1.41,2025-07-23 10:43:42,391
1952,1.41,2025-07-23 10:43:48,391
1953,1.41,2025-07-23 10:43:48,391
1954,1.41,2025-07-23 10:43:48,391
1955,1.41,2025-07-23 10:43:48,392
1956,1.43,2025-07-23 10:43:48,392
1957,1.43,2025-07-23 10:43:57,392
1958,1.43,2025-07-23 10:43:57,392
1959,1.42,2025-07-23 10:43:57,392
1960,1.43,2025-07-23 10:43:57,393
1961,1.43,2025-07-23 10:43:57,393
1962,1.43,2025-07-23 10:44:00,393
1963,1.43,2025-07-23 10:44:00,393
1964,1.43,2025-07-23 10:44:00,393
1965,1.43,2025-07-23 10:44:00,394
1966,1.43,2025-07-23 10:44:00,394
1967,1.44,2025-07-23 10:44:07,394
1968,1.44,2025-07-23 10:44:07,394
1969,1.44,2025-07-23 10:44:07,394
1970,1.43,2025-07-23 10:44:07,395
1971,1.43,2025-07-23 10:44:07,395
1972,1.43,2025-07-23 10:44:14,395
1973,1.44,2025-07-23 10:44:14,395
1974,1.44,2025-07-23 10:44:14,395
1975,1.44,2025-07-23 10:44:14,396
1976,1.44,2025-07-23 10:44:14,396
1977,1.44,2025-07-23 10:44:18,396
1978,1.43,2025-07-23 10:44:18,396
1979,1.43,2025-07-23 10:44:18,396
1980,1.44,2025-07-23 10:44:18,397
1981,1.43,2025-07-23 10:44:18,397
1982,1.43,2025-07-23 10:44:27,397
1983,1.44,2025-07-23 10:44:27,397
1984,1.44,2025-07-23 10:44:27,397
1985,1.41,2025-07-23 10:44:27,398
1986,1.44,2025-07-23 10:44:27,398
1987,1.42,2025-07-23 10:44:29,398
1988,1.44,2025-07-23 10:44:29,398
1989,1.42,2025-07-23 10:44:29,398
1990,1.42,2025-07-23 10:44:29,399
1991,1.43,2025-07-23 10:44:29,399
1992,1.43,2025-07-23 10:44:38,399
1993,1.44,2025-07-23 10:44:38,399
1994,1.45,2025-07-23 10:44:38,399
1995,1.45,2025-07-23 10:44:38,400
1996,1.42,2025-07-23 10:44:38,400
1997,1.42,2025-07-23 10:44:42,400
1998,1.41,2025-07-23 10:44:42,400
1999,1.4,2025-07-23 10:44:42,400
2000,1.41,2025-07-23 10:44:42,401
2001,1.41,2025-07-23 10:44:42,401
2002,1.41,2025-07-23 10:44:47,401
2003,1.42,2025-07-23 10:44:47,401
2004,1.42,2025-07-23 10:44:47,401
2005,1.4,2025-07-23 10:44:47,402
2006,1.43,2025-07-23 10:44:47,402
2007,1.42,2025-07-23 10:44:55,402
2008,1.42,2025-07-23 10:44:55,402
2009,1.43,2025-07-23 10:44:55,402
2010,1.43,2025-07-23 10:44:55,403
2011,1.42,2025-07-23 10:44:55,403
2012,1.42,2025-07-23 10:45:04,403
2013,1.43,2025-07-23 10:45:04,403
2014,1.43,2025-07-23 10:45:04,403
2015,1.42,2025-07-23 10:45:04,404
2016,1.43,2025-07-23 10:45:04,404
2017,1.43,2025-07-23 10:45:06,404
2018,1.44,2025-07-23 10:45:06,404
2019,1.44,2025-07-23 10:45:06,404
2020,1.43,2025-07-23 10:45:06,405
2021,1.43,2025-07-23 10:45:06,405
2022,1.44,2025-07-23 10:45:12,405
2023,1.43,2025-07-23 10:45:12,405
2024,1.43,2025-07-23 10:45:12,405
2025,1.44,2025-07-23 10:45:12,406
2026,1.43,2025-07-23 10:45:12,406
2027,1.44,2025-07-23 10:45:17,406
2028,1.43,2025-07-23 10:45:17,406
2029,1.43,2025-07-23 10:45:17,406
2030,1.43,2025-07-23 10:45:17,407
2031,1.43,2025-07-23 10:45:17,407
2032,1.42,2025-07-23 10:45:23,407
2033,1.42,2025-07-23 10:45:23,407
2034,1.42,2025-07-23 10:45:23,407
2035,1.42,2025-07-23 10:45:23,408
2036,1.42,2025-07-23 10:45:23,408
2037,1.41,2025-07-23 10:45:31,408
2038,1.43,2025-07-23 10:45:31,408
2039,1.43,2025-07-23 10:45:31,408
2040,1.43,2025-07-23 10:45:31,409
2041,1.43,2025-07-23 10:45:31,409
2042,1.42,2025-07-23 10:45:35,409
2043,1.42,2025-07-23 10:45:35,409
2044,1.42,2025-07-23 10:45:35,409
2045,1.42,2025-07-23 10:45:35,410
2046,1.43,2025-07-23 10:45:35,410
2047,1.44,2025-07-23 10:45:39,410
2048,1.44,2025-07-23 10:45:39,410
2049,1.44,2025-07-23 10:45:39,410
2050,1.44,2025-07-23 10:45:39,411
2051,1.44,2025-07-23 10:45:39,411
2052,1.43,2025-07-23 10:45:45,411
2053,1.44,2025-07-23 10:45:45,411
2054,1.44,2025-07-23 10:45:45,411
2055,1.44,2025-07-23 10:45:45,412
2056,1.44,2025-07-23 10:45:45,412
2057,1.44,2025-07-23 10:45:50,412
2058,1.44,2025-07-23 10:45:50,412
2059,1.43,2025-07-23 10:45:50,412
2060,1.43,2025-07-23 10:45:50,413
2061,1.42,2025-07-23 10:45:50,413
2062,1.43,2025-07-23 10:45:55,413
2063,1.43,2025-07-23 10:45:55,413
2064,1.43,2025-07-23 10:45:55,413
2065,1.43,2025-07-23 10:45:55,414
2066,1.43,2025-07-23 10:45:55,414
2067,1.43,2025-07-23 10:46:03,414
2068,1.43,2025-07-23 10:46:03,414
2069,1.43,2025-07-23 10:46:03,414
2070,1.43,2025-07-23 10:46:03,415
2071,1.43,2025-07-23 10:46:03,415
2072,1.43,2025-07-23 10:46:06,415
2073,1.43,2025-07-23 10:46:06,415
2074,1.42,2025-07-23 10:46:06,415
2075,1.42,2025-07-23 10:46:06,416
2076,1.43,2025-07-23 10:46:06,416
2077,1.42,2025-07-23 10:46:11,416
