Frame,DensityPercentage
799,2.92,2025-07-22 17:36:00,160
800,2.87,2025-07-22 17:36:00,161
801,2.9,2025-07-22 17:36:00,161
802,2.9,2025-07-22 17:36:00,161
803,2.89,2025-07-22 17:36:05,161
804,2.86,2025-07-22 17:36:05,161
805,2.83,2025-07-22 17:36:05,162
806,2.83,2025-07-22 17:36:05,162
807,2.81,2025-07-22 17:36:05,162
808,2.82,2025-07-22 17:36:10,162
809,2.85,2025-07-22 17:36:10,162
810,2.91,2025-07-22 17:36:10,163
811,2.91,2025-07-22 17:36:10,163
812,2.91,2025-07-22 17:36:10,163
813,2.93,2025-07-22 17:36:15,163
814,2.92,2025-07-22 17:36:15,163
815,2.91,2025-07-22 17:36:15,164
816,2.91,2025-07-22 17:36:15,164
817,2.92,2025-07-22 17:36:15,164
818,2.93,2025-07-22 17:36:32,164
819,2.94,2025-07-22 17:36:32,164
820,2.99,2025-07-22 17:36:32,165
821,3.09,2025-07-22 17:36:32,165
822,2.93,2025-07-22 17:36:32,165
823,2.9,2025-07-22 17:36:36,165
824,2.9,2025-07-22 17:36:36,165
825,2.94,2025-07-22 17:36:36,166
826,2.93,2025-07-22 17:36:36,166
827,2.91,2025-07-22 17:36:36,166
828,2.92,2025-07-22 17:36:38,166
829,2.89,2025-07-22 17:36:38,166
830,2.88,2025-07-22 17:36:38,167
831,2.89,2025-07-22 17:36:38,167
832,2.89,2025-07-22 17:36:38,167
833,2.31,2025-07-22 17:36:40,167
834,3.1,2025-07-22 17:36:40,167
835,3.11,2025-07-22 17:36:40,168
836,3.01,2025-07-22 17:36:40,168
837,3.03,2025-07-22 17:36:40,168
838,3.09,2025-07-22 17:36:44,168
839,3.13,2025-07-22 17:36:44,168
840,3.04,2025-07-22 17:36:44,169
841,3.04,2025-07-22 17:36:44,169
842,3.26,2025-07-22 17:36:44,169
843,3.22,2025-07-22 17:36:46,169
844,3.12,2025-07-22 17:36:46,169
845,3.15,2025-07-22 17:36:46,170
846,3.17,2025-07-22 17:36:46,170
847,3.17,2025-07-22 17:36:46,170
848,3.29,2025-07-22 17:36:51,170
849,2.66,2025-07-22 17:36:51,170
850,2.79,2025-07-22 17:36:51,171
851,2.79,2025-07-22 17:36:51,171
852,2.8,2025-07-22 17:36:51,171
853,2.8,2025-07-22 17:36:57,171
854,2.81,2025-07-22 17:36:57,171
855,2.89,2025-07-22 17:36:57,172
856,2.92,2025-07-22 17:36:57,172
857,2.96,2025-07-22 17:36:57,172
858,2.91,2025-07-22 17:37:02,172
859,2.87,2025-07-22 17:37:02,172
860,2.88,2025-07-22 17:37:02,173
861,2.81,2025-07-22 17:37:02,173
862,2.65,2025-07-22 17:37:02,173
863,2.76,2025-07-22 17:37:09,173
864,2.62,2025-07-22 17:37:09,173
865,2.86,2025-07-22 17:37:09,174
866,2.82,2025-07-22 17:37:09,174
867,2.79,2025-07-22 17:37:09,174
868,2.8,2025-07-22 17:37:15,174
869,2.8,2025-07-22 17:37:15,174
870,2.89,2025-07-22 17:37:15,175
871,3.36,2025-07-22 17:37:15,175
872,3.34,2025-07-22 17:37:15,175
873,3.09,2025-07-22 17:37:19,175
874,3.09,2025-07-22 17:37:19,175
875,3.06,2025-07-22 17:37:19,176
876,2.26,2025-07-22 17:37:19,176
877,3.15,2025-07-22 17:37:19,176
878,3.04,2025-07-22 17:37:26,176
879,3.03,2025-07-22 17:37:26,176
880,3.03,2025-07-22 17:37:26,177
881,3.03,2025-07-22 17:37:26,177
882,3.05,2025-07-22 17:37:26,177
883,2.9,2025-07-22 17:37:32,177
884,2.95,2025-07-22 17:37:32,177
885,3.16,2025-07-22 17:37:32,178
886,3.17,2025-07-22 17:37:32,178
887,3.09,2025-07-22 17:37:32,178
888,2.55,2025-07-22 17:37:37,178
889,2.63,2025-07-22 17:37:37,178
890,2.8,2025-07-22 17:37:37,179
891,2.9,2025-07-22 17:37:37,179
892,2.92,2025-07-22 17:37:37,179
893,2.97,2025-07-22 17:37:42,179
894,2.96,2025-07-22 17:37:42,179
895,2.91,2025-07-22 17:37:42,180
896,2.81,2025-07-22 17:37:42,180
897,2.76,2025-07-22 17:37:42,180
898,2.76,2025-07-22 17:37:48,180
899,2.74,2025-07-22 17:37:48,180
900,2.75,2025-07-22 17:37:48,181
901,2.76,2025-07-22 17:37:48,181
902,2.77,2025-07-22 17:37:48,181
903,2.83,2025-07-22 17:37:53,181
904,2.71,2025-07-22 17:37:53,181
905,2.67,2025-07-22 17:37:53,182
906,2.65,2025-07-22 17:37:53,182
907,2.65,2025-07-22 17:37:53,182
908,2.65,2025-07-22 17:37:58,182
909,2.64,2025-07-22 17:37:58,182
910,2.65,2025-07-22 17:37:58,183
911,2.64,2025-07-22 17:37:58,183
912,2.64,2025-07-22 17:37:58,183
913,2.65,2025-07-22 17:38:04,183
914,2.63,2025-07-22 17:38:04,183
915,2.63,2025-07-22 17:38:04,184
916,2.65,2025-07-22 17:38:04,184
917,2.91,2025-07-22 17:38:04,184
918,3.42,2025-07-22 17:38:09,184
919,3.36,2025-07-22 17:38:09,184
920,3.02,2025-07-22 17:38:09,185
921,2.78,2025-07-22 17:38:09,185
922,2.78,2025-07-22 17:38:09,185
923,2.76,2025-07-22 17:38:14,185
924,2.94,2025-07-22 17:38:14,185
925,2.83,2025-07-22 17:38:14,186
926,2.75,2025-07-22 17:38:14,186
927,2.74,2025-07-22 17:38:14,186
928,2.73,2025-07-22 17:38:20,186
929,2.74,2025-07-22 17:38:20,186
930,2.73,2025-07-22 17:38:20,187
931,2.75,2025-07-22 17:38:20,187
932,2.74,2025-07-22 17:38:20,187
933,2.73,2025-07-22 17:38:23,187
934,2.74,2025-07-22 17:38:23,187
935,2.72,2025-07-22 17:38:23,188
936,2.75,2025-07-22 17:38:23,188
937,2.71,2025-07-22 17:38:23,188
938,2.87,2025-07-22 17:38:32,188
939,2.83,2025-07-22 17:38:32,188
940,2.72,2025-07-22 17:38:32,189
941,2.72,2025-07-22 17:38:32,189
942,2.71,2025-07-22 17:38:32,189
943,2.72,2025-07-22 17:38:35,189
944,2.72,2025-07-22 17:38:35,189
945,2.71,2025-07-22 17:38:35,190
946,2.72,2025-07-22 17:38:35,190
947,2.77,2025-07-22 17:38:35,190
948,2.71,2025-07-22 17:38:40,190
949,2.71,2025-07-22 17:38:40,190
950,2.7,2025-07-22 17:38:40,191
951,2.75,2025-07-22 17:38:40,191
952,2.77,2025-07-22 17:38:40,191
953,2.79,2025-07-22 17:38:46,191
954,2.77,2025-07-22 17:38:46,191
955,2.78,2025-07-22 17:38:46,192
956,2.52,2025-07-22 17:38:46,192
957,2.84,2025-07-22 17:38:46,192
958,2.76,2025-07-22 17:38:51,192
959,2.7,2025-07-22 17:38:51,192
960,2.66,2025-07-22 17:38:51,193
961,2.12,2025-07-22 17:38:51,193
962,2.15,2025-07-22 17:38:51,193
963,3.13,2025-07-22 17:38:55,193
964,3.17,2025-07-22 17:38:55,193
965,3.18,2025-07-22 17:38:55,194
966,3.18,2025-07-22 17:38:55,194
967,3.2,2025-07-22 17:38:55,194
968,3.23,2025-07-22 17:39:00,194
969,3.2,2025-07-22 17:39:00,194
970,3.14,2025-07-22 17:39:00,195
971,3.13,2025-07-22 17:39:00,195
972,3.26,2025-07-22 17:39:00,195
973,3.2,2025-07-22 17:39:07,195
974,3.1,2025-07-22 17:39:07,195
975,3.12,2025-07-22 17:39:07,196
976,3.12,2025-07-22 17:39:07,196
977,3.12,2025-07-22 17:39:07,196
978,3.12,2025-07-22 17:39:12,196
979,3.11,2025-07-22 17:39:12,196
980,3.1,2025-07-22 17:39:12,197
981,3.09,2025-07-22 17:39:12,197
982,3.07,2025-07-22 17:39:12,197
983,3.04,2025-07-22 17:39:16,197
984,3.1,2025-07-22 17:39:16,197
985,2.88,2025-07-22 17:39:16,198
986,2.83,2025-07-22 17:39:16,198
987,2.81,2025-07-22 17:39:16,198
988,2.81,2025-07-22 17:39:22,198
989,2.82,2025-07-22 17:39:22,198
990,2.81,2025-07-22 17:39:22,199
991,2.82,2025-07-22 17:39:22,199
992,2.83,2025-07-22 17:39:22,199
993,2.82,2025-07-22 17:39:29,199
994,2.83,2025-07-22 17:39:29,199
995,2.83,2025-07-22 17:39:29,200
996,2.84,2025-07-22 17:39:29,200
997,2.83,2025-07-22 17:39:29,200
998,2.83,2025-07-22 17:39:33,200
999,2.82,2025-07-22 17:39:33,200
1000,2.84,2025-07-22 17:39:33,201
1001,2.83,2025-07-22 17:39:33,201
1002,2.83,2025-07-22 17:39:33,201
1003,2.85,2025-07-22 17:39:42,201
1004,2.85,2025-07-22 17:39:42,201
1005,2.85,2025-07-22 17:39:42,202
1006,2.85,2025-07-22 17:39:42,202
1007,2.86,2025-07-22 17:39:42,202
1008,2.88,2025-07-22 17:39:45,202
1009,2.9,2025-07-22 17:39:45,202
1010,2.89,2025-07-22 17:39:45,203
1011,2.9,2025-07-22 17:39:45,203
1012,2.97,2025-07-22 17:39:45,203
1013,2.92,2025-07-22 17:39:49,203
1014,2.95,2025-07-22 17:39:49,203
1015,2.96,2025-07-22 17:39:49,204
1016,3.04,2025-07-22 17:39:49,204
1017,2.88,2025-07-22 17:39:49,204
1018,2.89,2025-07-22 17:39:57,204
1019,2.89,2025-07-22 17:39:57,204
1020,2.89,2025-07-22 17:39:57,205
1021,2.9,2025-07-22 17:39:57,205
1022,2.91,2025-07-22 17:39:57,205
1023,2.92,2025-07-22 17:40:00,205
1024,2.92,2025-07-22 17:40:00,205
1025,3.0,2025-07-22 17:40:00,206
1026,2.95,2025-07-22 17:40:00,206
1027,2.95,2025-07-22 17:40:00,206
1028,2.95,2025-07-22 17:40:04,206
1029,2.96,2025-07-22 17:40:04,206
1030,2.97,2025-07-22 17:40:04,207
1031,2.97,2025-07-22 17:40:04,207
1032,2.98,2025-07-22 17:40:04,207
1033,2.99,2025-07-22 17:40:10,207
1034,2.98,2025-07-22 17:40:10,207
1035,3.0,2025-07-22 17:40:10,208
1036,3.02,2025-07-22 17:40:10,208
1037,3.02,2025-07-22 17:40:10,208
1038,3.04,2025-07-22 17:40:15,208
1039,3.04,2025-07-22 17:40:15,208
1040,3.08,2025-07-22 17:40:15,209
1041,3.13,2025-07-22 17:40:15,209
1042,3.04,2025-07-22 17:40:15,209
1043,3.02,2025-07-22 17:40:20,209
1044,3.03,2025-07-22 17:40:20,209
1045,3.07,2025-07-22 17:40:20,210
1046,3.14,2025-07-22 17:40:20,210
1047,3.12,2025-07-22 17:40:20,210
1048,3.11,2025-07-22 17:40:28,210
1049,3.1,2025-07-22 17:40:28,210
1050,3.11,2025-07-22 17:40:28,211
1051,3.11,2025-07-22 17:40:28,211
1052,3.11,2025-07-22 17:40:28,211
1053,3.1,2025-07-22 17:40:31,211
1054,3.1,2025-07-22 17:40:31,211
1055,3.12,2025-07-22 17:40:31,212
1056,3.13,2025-07-22 17:40:31,212
1057,3.14,2025-07-22 17:40:31,212
1058,3.16,2025-07-22 17:40:37,212
1059,3.16,2025-07-22 17:40:37,212
1060,3.06,2025-07-22 17:40:37,213
1061,3.08,2025-07-22 17:40:37,213
1062,3.1,2025-07-22 17:40:37,213
1063,3.11,2025-07-22 17:40:43,213
1064,3.11,2025-07-22 17:40:43,213
1065,3.12,2025-07-22 17:40:43,214
1066,3.2,2025-07-22 17:40:43,214
1067,3.22,2025-07-22 17:40:43,214
1068,3.22,2025-07-22 17:40:48,214
1069,3.18,2025-07-22 17:40:48,214
1070,3.17,2025-07-22 17:40:48,215
1071,3.14,2025-07-22 17:40:48,215
1072,3.21,2025-07-22 17:40:48,215
1073,3.17,2025-07-22 17:40:55,215
1074,3.19,2025-07-22 17:40:55,215
1075,3.19,2025-07-22 17:40:55,216
1076,3.18,2025-07-22 17:40:55,216
1077,3.18,2025-07-22 17:40:55,216
1078,3.19,2025-07-22 17:40:59,216
1079,3.2,2025-07-22 17:40:59,216
1080,3.19,2025-07-22 17:40:59,217
1081,3.19,2025-07-22 17:40:59,217
1082,3.12,2025-07-22 17:40:59,217
1083,3.12,2025-07-22 17:41:03,217
1084,3.12,2025-07-22 17:41:03,217
1085,3.13,2025-07-22 17:41:03,218
1086,3.14,2025-07-22 17:41:03,218
1087,3.14,2025-07-22 17:41:03,218
1088,3.14,2025-07-22 17:41:09,218
1089,3.13,2025-07-22 17:41:09,218
1090,3.15,2025-07-22 17:41:09,219
1091,3.15,2025-07-22 17:41:09,219
1092,3.14,2025-07-22 17:41:09,219
1093,3.17,2025-07-22 17:41:16,219
1094,3.16,2025-07-22 17:41:16,219
1095,3.17,2025-07-22 17:41:16,220
1096,3.18,2025-07-22 17:41:16,220
1097,3.17,2025-07-22 17:41:16,220
1098,3.35,2025-07-22 17:41:22,220
1099,3.17,2025-07-22 17:41:22,220
1100,3.11,2025-07-22 17:41:22,221
1101,3.14,2025-07-22 17:41:22,221
1102,3.13,2025-07-22 17:41:22,221
1103,3.15,2025-07-22 17:41:31,221
1104,3.19,2025-07-22 17:41:31,221
1105,3.22,2025-07-22 17:41:31,222
1106,3.32,2025-07-22 17:41:31,222
1107,3.11,2025-07-22 17:41:31,222
1108,3.57,2025-07-22 17:41:34,222
1109,2.84,2025-07-22 17:41:34,222
1110,2.73,2025-07-22 17:41:34,223
1111,2.7,2025-07-22 17:41:34,223
1112,2.76,2025-07-22 17:41:34,223
1113,2.84,2025-07-22 17:41:38,223
1114,2.91,2025-07-22 17:41:38,223
1115,2.91,2025-07-22 17:41:38,224
1116,2.86,2025-07-22 17:41:38,224
1117,2.98,2025-07-22 17:41:38,224
1118,3.04,2025-07-22 17:41:42,224
1119,3.02,2025-07-22 17:41:42,224
1120,2.97,2025-07-22 17:41:42,225
1121,2.99,2025-07-22 17:41:42,225
1122,2.98,2025-07-22 17:41:42,225
1123,2.97,2025-07-22 17:41:48,225
1124,2.93,2025-07-22 17:41:48,225
1125,2.91,2025-07-22 17:41:48,226
1126,2.93,2025-07-22 17:41:48,226
1127,2.94,2025-07-22 17:41:48,226
1128,2.92,2025-07-22 17:41:53,226
1129,2.94,2025-07-22 17:41:53,226
1130,2.95,2025-07-22 17:41:53,227
1131,2.97,2025-07-22 17:41:53,227
1132,2.97,2025-07-22 17:41:53,227
1133,2.99,2025-07-22 17:41:58,227
1134,3.0,2025-07-22 17:41:58,227
1135,3.01,2025-07-22 17:41:58,228
1136,3.01,2025-07-22 17:41:58,228
1137,3.14,2025-07-22 17:41:58,228
1138,3.05,2025-07-22 17:42:03,228
1139,3.03,2025-07-22 17:42:03,228
1140,3.05,2025-07-22 17:42:03,229
1141,3.07,2025-07-22 17:42:03,229
1142,3.08,2025-07-22 17:42:03,229
1143,3.08,2025-07-22 17:42:08,229
1144,3.08,2025-07-22 17:42:08,229
1145,3.08,2025-07-22 17:42:08,230
1146,3.08,2025-07-22 17:42:08,230
1147,3.09,2025-07-22 17:42:08,230
1148,3.09,2025-07-22 17:42:14,230
1149,3.18,2025-07-22 17:42:14,230
1150,3.11,2025-07-22 17:42:14,231
1151,3.11,2025-07-22 17:42:14,231
1152,3.11,2025-07-22 17:42:14,231
1153,3.11,2025-07-22 17:42:18,231
1154,3.11,2025-07-22 17:42:18,231
1155,3.12,2025-07-22 17:42:18,232
1156,3.13,2025-07-22 17:42:18,232
1157,3.12,2025-07-22 17:42:18,232
1158,3.12,2025-07-22 17:42:24,232
1159,3.14,2025-07-22 17:42:24,232
1160,3.13,2025-07-22 17:42:24,233
1161,3.14,2025-07-22 17:42:24,233
1162,3.12,2025-07-22 17:42:24,233
1163,3.15,2025-07-22 17:42:31,233
1164,3.15,2025-07-22 17:42:31,233
1165,3.2,2025-07-22 17:42:31,234
1166,3.16,2025-07-22 17:42:31,234
1167,3.15,2025-07-22 17:42:31,234
1168,3.18,2025-07-22 17:42:35,234
1169,3.21,2025-07-22 17:42:35,234
1170,3.18,2025-07-22 17:42:35,235
1171,3.12,2025-07-22 17:42:35,235
1172,3.09,2025-07-22 17:42:35,235
1173,3.06,2025-07-22 17:42:40,235
1174,3.0,2025-07-22 17:42:40,235
1175,2.98,2025-07-22 17:42:40,236
1176,2.63,2025-07-22 17:42:40,236
1177,2.87,2025-07-22 17:42:40,236
1178,2.98,2025-07-22 17:42:45,236
1179,3.0,2025-07-22 17:42:45,236
1180,3.03,2025-07-22 17:42:45,237
1181,2.25,2025-07-22 17:42:45,237
1182,3.14,2025-07-22 17:42:45,237
1183,3.2,2025-07-22 17:42:50,237
1184,3.22,2025-07-22 17:42:50,237
1185,2.96,2025-07-22 17:42:50,238
1186,3.12,2025-07-22 17:42:50,238
1187,3.14,2025-07-22 17:42:50,238
1188,3.14,2025-07-22 17:42:56,238
1189,3.2,2025-07-22 17:42:56,238
1190,3.17,2025-07-22 17:42:56,239
1191,3.16,2025-07-22 17:42:56,239
1192,3.22,2025-07-22 17:42:56,239
1193,3.26,2025-07-22 17:43:04,239
1194,3.29,2025-07-22 17:43:04,239
1195,3.25,2025-07-22 17:43:04,240
1196,3.23,2025-07-22 17:43:04,240
1197,3.25,2025-07-22 17:43:04,240
1198,3.27,2025-07-22 17:43:06,240
1199,3.29,2025-07-22 17:43:06,240
1200,3.3,2025-07-22 17:43:06,241
1201,3.32,2025-07-22 17:43:06,241
1202,3.33,2025-07-22 17:43:06,241
1203,3.31,2025-07-22 17:43:13,241
1204,3.34,2025-07-22 17:43:13,241
1205,3.35,2025-07-22 17:43:13,242
1206,3.46,2025-07-22 17:43:13,242
1207,1.97,2025-07-22 17:43:13,242
1208,2.39,2025-07-22 17:43:16,242
1209,2.69,2025-07-22 17:43:16,242
1210,3.01,2025-07-22 17:43:16,243
1211,3.22,2025-07-22 17:43:16,243
1212,3.23,2025-07-22 17:43:16,243
1213,3.24,2025-07-22 17:43:21,243
1214,3.24,2025-07-22 17:43:21,243
1215,3.01,2025-07-22 17:43:21,244
1216,2.51,2025-07-22 17:43:21,244
1217,3.33,2025-07-22 17:43:21,244
1218,3.32,2025-07-22 17:43:27,244
1219,3.34,2025-07-22 17:43:27,244
1220,3.35,2025-07-22 17:43:27,245
1221,3.35,2025-07-22 17:43:27,245
1222,3.36,2025-07-22 17:43:27,245
1223,3.36,2025-07-22 17:43:32,245
1224,3.38,2025-07-22 17:43:32,245
1225,3.36,2025-07-22 17:43:32,246
1226,3.4,2025-07-22 17:43:32,246
1227,3.44,2025-07-22 17:43:32,246
1228,3.48,2025-07-22 17:43:39,246
1229,3.39,2025-07-22 17:43:39,246
1230,3.42,2025-07-22 17:43:39,247
1231,3.46,2025-07-22 17:43:39,247
1232,3.46,2025-07-22 17:43:39,247
1233,3.49,2025-07-22 17:43:44,247
1234,2.96,2025-07-22 17:43:44,247
1235,2.96,2025-07-22 17:43:44,248
1236,3.23,2025-07-22 17:43:44,248
1237,3.53,2025-07-22 17:43:44,248
1238,3.55,2025-07-22 17:43:49,248
1239,3.51,2025-07-22 17:43:49,248
1240,3.55,2025-07-22 17:43:49,249
1241,3.56,2025-07-22 17:43:49,249
1242,3.58,2025-07-22 17:43:49,249
1243,3.68,2025-07-22 17:43:54,249
1244,3.83,2025-07-22 17:43:54,249
1245,3.51,2025-07-22 17:43:54,250
1246,3.48,2025-07-22 17:43:54,250
1247,3.45,2025-07-22 17:43:54,250
1248,3.32,2025-07-22 17:43:59,250
1249,2.68,2025-07-22 17:43:59,250
1250,2.75,2025-07-22 17:43:59,251
1251,3.69,2025-07-22 17:43:59,251
1252,3.67,2025-07-22 17:43:59,251
1253,3.56,2025-07-22 17:44:04,251
1254,3.54,2025-07-22 17:44:04,251
1255,3.54,2025-07-22 17:44:04,252
1256,3.54,2025-07-22 17:44:04,252
1257,3.54,2025-07-22 17:44:04,252
1258,3.53,2025-07-22 17:44:12,252
1259,3.64,2025-07-22 17:44:12,252
1260,3.35,2025-07-22 17:44:12,253
1261,3.37,2025-07-22 17:44:12,253
1262,3.38,2025-07-22 17:44:12,253
1263,3.38,2025-07-22 17:44:14,253
1264,3.39,2025-07-22 17:44:14,253
1265,3.38,2025-07-22 17:44:14,254
1266,3.34,2025-07-22 17:44:14,254
1267,3.46,2025-07-22 17:44:14,254
1268,0.64,2025-07-22 17:48:21,254
1269,2.12,2025-07-22 17:48:21,254
1270,1.4,2025-07-22 17:59:20,255
1271,1.39,2025-07-22 17:59:20,255
1272,1.38,2025-07-22 17:59:20,255
1273,1.4,2025-07-22 17:59:20,255
1274,1.38,2025-07-22 17:59:20,255
1275,1.39,2025-07-22 17:59:25,256
1276,1.39,2025-07-22 17:59:25,256
1277,1.38,2025-07-22 17:59:25,256
1278,1.38,2025-07-22 17:59:25,256
1279,1.37,2025-07-22 17:59:25,256
1280,1.37,2025-07-22 17:59:33,257
1281,1.36,2025-07-22 17:59:33,257
1282,1.36,2025-07-22 17:59:33,257
1283,1.37,2025-07-22 17:59:33,257
1284,1.36,2025-07-22 17:59:33,257
1285,1.36,2025-07-22 17:59:35,258
1286,1.36,2025-07-22 17:59:35,258
1287,1.36,2025-07-22 17:59:35,258
1288,1.37,2025-07-22 17:59:35,258
1289,1.37,2025-07-22 17:59:35,258
1290,1.35,2025-07-22 17:59:43,259
1291,1.34,2025-07-22 17:59:43,259
1292,1.35,2025-07-22 17:59:43,259
1293,1.34,2025-07-22 17:59:43,259
1294,1.33,2025-07-22 17:59:43,259
1295,1.36,2025-07-22 17:59:46,260
1296,1.33,2025-07-22 17:59:46,260
1297,1.33,2025-07-22 17:59:46,260
1298,1.35,2025-07-22 17:59:46,260
1299,1.38,2025-07-22 17:59:46,260
1300,1.33,2025-07-22 17:59:51,261
1301,1.34,2025-07-22 17:59:51,261
1302,1.33,2025-07-22 17:59:51,261
1303,1.33,2025-07-22 17:59:51,261
1304,1.33,2025-07-22 17:59:51,261
1305,1.33,2025-07-22 17:59:58,262
1306,1.34,2025-07-22 17:59:58,262
1307,1.27,2025-07-22 17:59:58,262
1308,1.32,2025-07-22 17:59:58,262
1309,1.32,2025-07-22 17:59:58,262
1310,1.33,2025-07-22 18:00:02,263
1311,1.32,2025-07-22 18:00:02,263
1312,1.31,2025-07-22 18:00:02,263
1313,1.32,2025-07-22 18:00:02,263
1314,1.31,2025-07-22 18:00:02,263
1315,1.31,2025-07-22 18:00:08,264
1316,1.31,2025-07-22 18:00:08,264
1317,1.27,2025-07-22 18:00:08,264
1318,1.3,2025-07-22 18:00:08,264
1319,1.31,2025-07-22 18:00:08,264
1320,1.31,2025-07-22 18:00:15,265
1321,1.32,2025-07-22 18:00:15,265
1322,1.31,2025-07-22 18:00:15,265
1323,1.3,2025-07-22 18:00:15,265
1324,1.3,2025-07-22 18:00:15,265
1325,1.31,2025-07-22 18:00:18,266
1326,1.31,2025-07-22 18:00:18,266
1327,1.31,2025-07-22 18:00:18,266
1328,1.31,2025-07-22 18:00:18,266
1329,1.3,2025-07-22 18:00:18,266
1330,1.31,2025-07-22 18:00:24,267
1331,1.3,2025-07-22 18:00:24,267
1332,1.31,2025-07-22 18:00:24,267
1333,1.31,2025-07-22 18:00:24,267
1334,1.31,2025-07-22 18:00:24,267
1335,1.31,2025-07-22 18:00:29,268
1336,1.3,2025-07-22 18:00:29,268
1337,1.31,2025-07-22 18:00:29,268
1338,1.32,2025-07-22 18:00:29,268
1339,1.3,2025-07-22 18:00:29,268
1340,1.31,2025-07-22 18:00:35,269
1341,1.31,2025-07-22 18:00:35,269
1342,1.3,2025-07-22 18:00:35,269
1343,1.37,2025-07-22 18:00:35,269
1344,1.31,2025-07-22 18:00:35,269
1345,1.24,2025-07-22 18:00:42,270
1346,1.25,2025-07-22 18:00:42,270
1347,1.24,2025-07-22 18:00:42,270
1348,1.24,2025-07-22 18:00:42,270
1349,1.24,2025-07-22 18:00:42,270
1350,1.24,2025-07-22 18:00:44,271
1351,1.25,2025-07-22 18:00:44,271
1352,1.25,2025-07-22 18:00:44,271
1353,1.38,2025-07-22 18:00:44,271
1354,1.26,2025-07-22 18:00:44,271
1355,1.26,2025-07-22 18:00:49,272
1356,1.29,2025-07-22 18:00:49,272
1357,1.3,2025-07-22 18:00:49,272
1358,1.29,2025-07-22 18:00:49,272
1359,1.3,2025-07-22 18:00:49,272
1360,1.3,2025-07-22 18:00:55,273
1361,1.29,2025-07-22 18:00:55,273
1362,1.29,2025-07-22 18:00:55,273
1363,1.34,2025-07-22 18:00:55,273
1364,1.33,2025-07-22 18:00:55,273
1365,1.28,2025-07-22 18:01:01,274
1366,1.41,2025-07-22 18:01:01,274
1367,1.36,2025-07-22 18:01:01,274
1368,1.24,2025-07-22 18:01:01,274
1369,1.2,2025-07-22 18:01:01,274
1370,1.2,2025-07-22 18:01:06,275
1371,1.19,2025-07-22 18:01:06,275
1372,1.19,2025-07-22 18:01:06,275
1373,1.21,2025-07-22 18:01:06,275
1374,1.21,2025-07-22 18:01:06,275
1375,1.21,2025-07-22 18:01:12,276
1376,1.21,2025-07-22 18:01:12,276
1377,0.84,2025-07-22 18:01:12,276
1378,0.94,2025-07-22 18:01:12,276
1379,1.3,2025-07-22 18:01:12,276
1380,1.28,2025-07-22 18:01:18,277
1381,1.23,2025-07-22 18:01:18,277
1382,1.23,2025-07-22 18:01:18,277
1383,1.25,2025-07-22 18:01:18,277
1384,1.26,2025-07-22 18:01:18,277
1385,1.18,2025-07-22 18:01:23,278
1386,1.18,2025-07-22 18:01:23,278
1387,1.19,2025-07-22 18:01:23,278
1388,1.2,2025-07-22 18:01:23,278
1389,1.2,2025-07-22 18:01:23,278
1390,1.19,2025-07-22 18:01:26,279
1391,1.2,2025-07-22 18:01:26,279
1392,1.22,2025-07-22 18:01:26,279
1393,1.21,2025-07-22 18:01:26,279
1394,1.2,2025-07-22 18:01:26,279
1395,1.18,2025-07-22 18:01:32,280
1396,1.16,2025-07-22 18:01:32,280
1397,1.19,2025-07-22 18:01:32,280
1398,1.21,2025-07-22 18:01:32,280
1399,1.19,2025-07-22 18:01:32,280
1400,1.22,2025-07-22 18:01:38,281
1401,1.21,2025-07-22 18:01:38,281
1402,1.21,2025-07-22 18:01:38,281
1403,1.22,2025-07-22 18:01:38,281
1404,1.24,2025-07-22 18:01:38,281
1405,1.22,2025-07-22 18:01:42,282
1406,1.2,2025-07-22 18:01:42,282
1407,1.23,2025-07-22 18:01:42,282
1408,1.25,2025-07-22 18:01:42,282
1409,1.23,2025-07-22 18:01:42,282
1410,1.24,2025-07-22 18:01:50,283
1411,1.22,2025-07-22 18:01:50,283
1412,1.26,2025-07-22 18:01:50,283
1413,1.17,2025-07-22 18:01:50,283
1414,1.16,2025-07-22 18:01:50,283
1415,1.16,2025-07-22 18:01:53,284
1416,1.14,2025-07-22 18:01:53,284
1417,1.14,2025-07-22 18:01:53,284
1418,1.14,2025-07-22 18:01:53,284
1419,1.12,2025-07-22 18:01:53,284
1420,1.22,2025-07-22 18:01:59,285
1421,1.16,2025-07-22 18:01:59,285
1422,1.16,2025-07-22 18:01:59,285
1423,1.17,2025-07-22 18:01:59,285
1424,1.18,2025-07-22 18:01:59,285
1425,1.19,2025-07-22 18:02:05,286
1426,1.18,2025-07-22 18:02:05,286
1427,1.19,2025-07-22 18:02:05,286
1428,1.2,2025-07-22 18:02:05,286
1429,1.12,2025-07-22 18:02:05,286
1430,1.13,2025-07-22 18:02:09,287
1431,1.12,2025-07-22 18:02:09,287
1432,1.12,2025-07-22 18:02:09,287
1433,1.12,2025-07-22 18:02:09,287
1434,1.14,2025-07-22 18:02:09,287
1435,1.14,2025-07-22 18:02:15,288
1436,1.14,2025-07-22 18:02:15,288
1437,1.21,2025-07-22 18:02:15,288
1438,1.16,2025-07-22 18:02:15,288
1439,1.14,2025-07-22 18:02:15,288
1440,1.14,2025-07-22 18:02:20,289
1441,1.15,2025-07-22 18:02:20,289
1442,1.15,2025-07-22 18:02:20,289
