timestamp,density_percent,latitude,longitude
2025-07-08 12:28:45,30.12,11.2588,75.7804
2025-07-08 12:28:46,29.97,11.2588,75.7804
2025-07-08 12:28:48,28.80,11.2588,75.7804
2025-07-08 12:28:49,29.57,11.2588,75.7804
2025-07-08 12:28:50,29.14,11.2588,75.7804
2025-07-08 12:28:52,29.63,11.2588,75.7804
2025-07-08 12:28:53,30.15,11.2588,75.7804
2025-07-08 12:28:56,29.88,11.2588,75.7804
2025-07-08 12:28:57,30.08,11.2588,75.7804
2025-07-08 12:28:59,30.05,11.2588,75.7804
2025-07-08 12:29:00,31.48,11.2588,75.7804
2025-07-08 12:29:02,30.45,11.2588,75.7804
2025-07-08 12:29:03,30.21,11.2588,75.7804
2025-07-08 12:29:05,29.03,11.2588,75.7804
2025-07-08 12:29:07,29.25,11.2588,75.7804
2025-07-08 12:29:09,28.71,11.2588,75.7804
2025-07-08 12:29:11,29.21,11.2588,75.7804
2025-07-08 12:29:13,29.61,11.2588,75.7804
2025-07-08 12:29:15,29.19,11.2588,75.7804
2025-07-08 12:29:17,30.00,11.2588,75.7804
2025-07-08 12:29:18,29.45,11.2588,75.7804
2025-07-08 12:29:20,29.64,11.2588,75.7804
2025-07-08 12:29:21,29.97,11.2588,75.7804
2025-07-08 12:29:23,30.11,11.2588,75.7804
2025-07-08 12:29:25,29.71,11.2588,75.7804
2025-07-08 12:29:28,29.23,11.2588,75.7804
2025-07-08 12:29:30,29.11,11.2588,75.7804
2025-07-08 12:29:31,30.90,11.2588,75.7804
2025-07-08 12:29:33,29.99,11.2588,75.7804
2025-07-08 12:29:34,29.83,11.2588,75.7804
2025-07-08 12:29:36,30.27,11.2588,75.7804
2025-07-08 12:29:38,31.09,11.2588,75.7804
2025-07-08 12:29:39,30.72,11.2588,75.7804
2025-07-08 12:29:40,30.38,11.2588,75.7804
2025-07-08 12:29:42,29.66,11.2588,75.7804
2025-07-08 12:29:44,30.56,11.2588,75.7804
2025-07-08 12:29:45,29.95,11.2588,75.7804
2025-07-08 12:29:47,30.53,11.2588,75.7804
2025-07-08 12:29:49,30.83,11.2588,75.7804
2025-07-08 12:29:50,30.83,11.2588,75.7804
2025-07-08 12:29:51,30.21,11.2588,75.7804
2025-07-08 12:29:53,30.82,11.2588,75.7804
2025-07-08 12:29:55,30.20,11.2588,75.7804
2025-07-08 12:29:56,30.87,11.2588,75.7804
2025-07-08 12:29:58,31.45,11.2588,75.7804
2025-07-08 12:30:00,30.49,11.2588,75.7804
2025-07-08 12:30:01,31.40,11.2588,75.7804
2025-07-08 12:30:03,30.26,11.2588,75.7804
2025-07-08 12:30:04,30.43,11.2588,75.7804
2025-07-08 12:30:06,30.02,11.2588,75.7804
2025-07-08 12:30:07,30.44,11.2588,75.7804
