scenario_code,time_s,link_id,travel_time,speed,volume,queue_delay,veh_delay,stops,occupancy,queue_length,max_queue_length,event_active,event_exposure,event_intensity,lanes_blocked,tt_missing_flag,speed_missing_flag,volume_missing_flag,event_link,,,,
SC0819,2100-2400,L18,26.16,46.28,44,669.64,3.95,0,0.0452,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,2100-2400,L19,24.07,47.03,19,1212.59,0.76,0,0.0166,0,0,0,1,0.267,1,0,0,0,L19,,,,
SC0819,2400-2700,L3,264.15,32.38,25,780.99,234.42,3.56,0.4344,0,0,0,0.135,0.267,1,0,0,0,L19,,,,
SC0819,2400-2700,L6,1267.78,25.81,34,1532.56,1241.21,17.64,0.988,255.39,258.51,0,0.223,0.267,1,0,0,0,L19,,,,
SC0819,2400-2700,L13,22.25,44.99,13,868.77,0.54,0,0.0126,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,2400-2700,L16,679.17,18.39,6,1333.69,640.14,8.2,0.8602,159.04,205.92,0,0.223,0.267,1,0,0,0,L19,,,,
SC0819,2400-2700,L18,29.7,36.44,11,947.09,0.35,0,0.0125,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,2400-2700,L19,18.61,58.96,21,1536.52,0.36,0,0.0145,0,0,0,1,0.267,1,0,0,0,L19,,,,
SC0819,2700-3000,L3,45.65,24.13,8,706.69,16.29,0.14,0.0175,0,0,0,0.135,0.267,1,0,0,0,L19,,,,
SC0819,2700-3000,L6,1142.34,33.93,58,1713.07,1112.58,17.71,0.9939,248.31,255.13,0,0.223,0.267,1,0,0,0,L19,,,,
SC0819,2700-3000,L13,24.59,43.62,18,1032.19,1.06,0,0.0175,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,2700-3000,L16,705.75,22.95,17,1348.36,664.6,8.56,0.4793,223.73,269.92,0,0.223,0.267,1,0,0,0,L19,,,,
SC0819,2700-3000,L17,37.79,19.47,2,1150.95,0,0,0.0031,0,0,0,0.368,0.267,1,0,0,0,L19,,,,
SC0819,2700-3000,L18,27.73,44.94,42,968.01,4.05,0,0.0461,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,2700-3000,L19,22.87,51.67,29,1724.31,1.56,0,0.0207,0,0,0,1,0.267,1,0,0,0,L19,,,,
SC0819,3000-3300,L3,32.39,26.91,7,1219.73,3.03,0,0.0553,0,0,0,0.135,0.267,1,0,0,0,L19,,,,
SC0819,3000-3300,L6,841.65,26.06,44,1946.37,812.31,13.84,0.6884,246.56,256.95,0,0.223,0.267,1,0,0,0,L19,,,,
SC0819,3000-3300,L13,19.53,55.78,20,1460.09,0.51,0,0.0155,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,3000-3300,L16,684.03,20.02,28,1685.27,645.91,8.21,0.3793,251.71,296.35,0,0.223,0.267,1,0,0,0,L19,,,,
SC0819,3000-3300,L17,23.07,23.51,5,1492.03,0.24,0,0.1146,0,0,0,0.368,0.267,1,0,0,0,L19,,,,
SC0819,3000-3300,L18,24.92,48.13,38,1448.42,1.32,0,0.0401,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,3000-3300,L19,23.47,43.86,33,1964.87,2.63,0,0.0281,0,0,0,1,0.267,1,0,0,0,L19,,,,
SC0819,3300-3600,L3,39.74,32.58,10,1417.53,12.43,0,0.1006,0,0,0,0.135,0.267,1,0,0,0,L19,,,,
SC0819,3300-3600,L6,738.69,18.53,25,2143.6,704.1,14.72,0.825,253.09,258.65,0,0.223,0.267,1,0,0,0,L19,,,,
SC0819,3300-3600,L13,19.81,53.54,50,1595.7,0.72,0,0.033,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,3300-3600,L16,344.59,25.94,72,1845.96,309.44,3.85,0.209,164.02,260.4,0,0.223,0.267,1,0,0,0,L19,,,,
SC0819,3300-3600,L17,23.65,39.19,13,1746.96,0.14,0,0.4889,0,0,0,0.368,0.267,1,0,0,0,L19,,,,
SC0819,3300-3600,L18,24.63,42.45,82,1649.07,1.94,0,0.0774,0,0,0,0.607,0.267,1,0,0,0,L19,,,,
SC0819,3300-3600,L19,27.51,44.15,14,2154.25,2.8,0,0.0114,0,0,0,1,0.267,1,0,0,0,L19,,,,
SC0820,600-900,L1,55.16,57.33,145,4.6,39.71,0.7,0.0886,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0820,600-900,L3,52.5,28.38,18,60.25,24.52,0.45,0.172,0,0,1,0.135,0.075,0,0,0,0,L19,,,,
SC0820,600-900,L6,32.7,20.09,9,38.66,1.66,0,0.1196,0,0,1,0.223,0.075,0,0,0,0,L19,,,,
SC0820,600-900,L13,15.98,67.47,51,2.7,0.8,0,0.0275,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0820,600-900,L16,41.97,36.15,27,2.29,6.74,0.14,0.1233,2.62,46.03,1,0.223,0.075,0,0,0,0,L19,,,,
SC0820,600-900,L17,33.57,37.73,88,10.15,7.61,0.21,0.2682,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0820,600-900,L18,19.35,62.94,34,41.69,0.61,0,0.0176,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0820,600-900,L19,23.29,47.74,38,10.12,0.76,0,0.0383,0,0,1,1,0.075,0,0,0,0,L19,,,,
SC0820,900-1200,L1,140.35,48.8,126,78.36,123.66,2.43,0.0962,0.6,22.58,1,0.368,0.075,0,0,0,0,L19,,,,
SC0820,900-1200,L3,123.39,35.79,38,170.69,95.79,1,0.2376,0,0,1,0.135,0.075,0,0,0,0,L19,,,,
SC0820,900-1200,L6,131.15,13.31,25,217.59,100.83,1.69,0.6204,0,0,1,0.223,0.075,0,0,0,0,L19,,,,
SC0820,900-1200,L13,18.01,61.2,62,84.46,1.35,0.02,0.0393,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0820,900-1200,L16,161.47,29.33,48,155.94,123.33,1.55,0.6796,181.27,331.1,1,0.223,0.075,0,0,0,0,L19,,,,
SC0820,900-1200,L17,43.44,30.71,100,46.91,15.41,0.38,0.6681,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0820,900-1200,L18,24.47,49.43,67,138.01,2.6,0,0.052,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0820,900-1200,L19,24.27,44.97,60,69.7,1.05,0,0.0496,0,0,1,1,0.075,0,0,0,0,L19,,,,
SC0820,1200-1500,L1,214.89,30.36,108,175.84,198.75,3.69,0.4693,353.45,504.48,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,1200-1500,L3,217.22,33.9,39,328.02,188.43,2.75,0.582,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0820,1200-1500,L6,200.88,18.43,33,382.93,171.48,2.97,0.597,0,0,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,1200-1500,L13,19.74,58.96,64,182.63,1.69,0.06,0.0433,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,1200-1500,L16,304.11,31.64,39,350.02,265.57,3.67,0.6194,432.45,504.99,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,1200-1500,L17,48.98,28.33,86,65.01,21.63,0.44,0.6617,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,1200-1500,L18,26.7,46.67,56,301.05,3.13,0,0.0521,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,1200-1500,L19,22.75,47.63,59,122.28,1.05,0,0.0566,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0820,1500-1800,L1,259.17,27.21,99,304.74,242.35,4.56,0.52,499.65,504.98,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,1500-1800,L3,274.98,33.24,37,444.97,246.09,4,0.4194,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0820,1500-1800,L6,374.4,19.62,42,683.63,345.51,7.7,0.5545,13.67,76.45,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,1500-1800,L13,17.16,63.33,64,274.96,1.13,0,0.0416,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,1500-1800,L16,455.18,25.48,38,513.86,415.1,6.95,0.0778,493.43,504.49,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,1500-1800,L17,33.44,36.64,70,149.82,10.05,0.3,0.4845,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,1500-1800,L18,28.81,43.51,58,445.11,4.73,0,0.0656,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,1500-1800,L19,22.13,49.63,38,374.33,1.02,0,0.0403,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0820,1800-2100,L1,348.48,29.64,72,460.6,331.32,7.23,0.5516,420.2,502.28,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,1800-2100,L3,390.25,36.45,38,579.88,360.8,7.4,0.8197,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0820,1800-2100,L6,397.55,22.42,33,851,369.61,7.09,0.8697,24.74,93.2,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,1800-2100,L13,18.67,60.16,86,275.68,1.97,0.02,0.0536,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,1800-2100,L16,584.41,26.03,47,808.46,545.49,10.13,0.467,482.99,504.41,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,1800-2100,L17,21.01,51.25,44,245.81,0.93,0.02,0.2283,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,1800-2100,L18,26.27,44.93,54,560.36,3.74,0,0.0568,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,1800-2100,L19,26.32,43.1,35,782.07,5.8,0,0.0328,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0820,2100-2400,L1,423.68,20.57,57,518.91,407.99,7,0.6657,200.3,370.14,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,2100-2400,L3,347.73,35.73,37,656.21,317.53,4.83,0.772,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0820,2100-2400,L6,563.99,10.77,16,1091.23,535.99,9.25,0.7818,73,117.24,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,2100-2400,L13,22.8,55.83,71,457.22,5.75,0.22,0.0511,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,2100-2400,L16,556.93,27.35,49,1031.23,517.41,9.8,0.4255,394.05,468.6,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,2100-2400,L17,24.86,37.6,46,235.25,3.48,0.05,0.3265,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,2100-2400,L18,23.9,51.56,59,721.29,2.25,0,0.052,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,2100-2400,L19,22.51,55.31,11,1043.74,1.12,0,0.0076,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0820,2400-2700,L1,476.29,8.36,4,511.49,461.1,10.07,0.0104,7.23,20.78,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,2400-2700,L3,268.63,33.3,38,746.47,239.91,3.07,0.4605,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0820,2400-2700,L6,608.2,28.1,39,1260.39,577.23,10.1,1,206.18,257.25,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,2400-2700,L13,20.24,51.56,32,929.91,0.99,0,0.0213,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,2400-2700,L16,393.2,24.35,46,1070.49,355.68,7.41,0.3838,152.14,312.68,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,2400-2700,L17,56.88,30.82,12,648.26,34.19,0.6,0.0565,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,2400-2700,L18,26.16,45.64,66,937.08,3.24,0,0.0594,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,2400-2700,L19,23.65,47.31,28,1289.51,2.38,0,0.0248,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0820,2700-3000,L3,269.91,31.27,32,927.1,242.02,2.86,0.4316,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0820,2700-3000,L6,700.16,26.86,59,1489.66,668.71,12.52,0.6671,245.36,257.21,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,2700-3000,L13,23.07,50.62,51,914.74,3.53,0.1,0.0386,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,2700-3000,L16,124.79,26.53,55,1079.05,90.11,1.21,0.3391,19.86,95.97,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,2700-3000,L17,30.2,24.82,6,901.16,0.02,0,0.0875,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,2700-3000,L18,28.41,34.99,70,952.22,3.71,0,0.0881,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,2700-3000,L19,27.08,41.46,28,1511.86,2.99,0,0.025,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0820,3000-3300,L3,171.87,31.85,16,616.39,144.9,1.54,0.0177,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0820,3000-3300,L6,638.06,26.99,44,1653.96,608.76,12.95,1,245.93,255.1,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,3000-3300,L13,21.72,48.92,36,894.3,1.21,0,0.0233,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,3000-3300,L16,44.55,26.97,21,1329.25,8.23,0.16,0.1184,0,0,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,3000-3300,L17,25.14,30.14,13,1301.26,0.49,0,0.4009,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,3000-3300,L18,26.1,43.43,50,1007.48,2.6,0,0.0422,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,3000-3300,L19,24.09,45.41,40,1639.54,3.11,0,0.0293,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0820,3300-3600,L3,35.82,44.15,5,446.99,8.79,0,0.0037,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0820,3300-3600,L6,797.87,25.05,31,1889.42,767.47,15.39,0.9854,219.93,255.1,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,3300-3600,L13,23.36,46.21,20,806.94,0.54,0,0.02,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,3300-3600,L16,61.22,31.81,17,1541.23,27.36,0.21,0.027,0,0,0,0.223,0.075,0,0,0,0,L19,,,,
SC0820,3300-3600,L17,29.37,49.81,6,1380.97,0.12,0,0.1486,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0820,3300-3600,L18,28.42,41.17,33,760.28,1.51,0,0.0423,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0820,3300-3600,L19,27.59,38.51,20,1839.53,3.17,0,0.0161,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0821,600-900,L1,62.89,55.52,149,0.67,47.34,0.67,0.0923,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0821,600-900,L3,43.05,27.69,18,60.73,14.75,0.33,0.1633,0,0,1,0.135,0.075,0,0,0,0,L19,,,,
SC0821,600-900,L6,32.25,22.85,10,45.73,2.24,0,0.1214,0,0,1,0.223,0.075,0,0,0,0,L19,,,,
SC0821,600-900,L13,17.54,67.81,81,1.16,2.54,0.08,0.0408,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0821,600-900,L16,41.83,34.59,28,2.96,7.1,0.14,0.4023,0,0,1,0.223,0.075,0,0,0,0,L19,,,,
SC0821,600-900,L17,38.64,39.05,87,21.58,13.79,0.3,0.4221,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0821,600-900,L18,18.96,63.08,34,41.96,0.54,0,0.0184,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0821,600-900,L19,23.51,47.82,38,15.33,0.79,0,0.0338,0,0,1,1,0.075,0,0,0,0,L19,,,,
SC0821,900-1200,L1,176.9,40.82,113,33.47,160.46,2.73,0.2657,166.34,486.34,1,0.368,0.075,0,0,0,0,L19,,,,
SC0821,900-1200,L3,103.66,34.89,39,152.39,75.3,1,0.7845,0,0,1,0.135,0.075,0,0,0,0,L19,,,,
SC0821,900-1200,L6,132.75,10.93,25,221.97,103.25,1.56,0.9702,0,0,1,0.223,0.075,0,0,0,0,L19,,,,
SC0821,900-1200,L13,19.4,59.63,78,57.55,2.94,0.06,0.0475,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0821,900-1200,L16,92.41,28.47,64,134.28,55.89,1.16,0.665,37.79,137.71,1,0.223,0.075,0,0,0,0,L19,,,,
SC0821,900-1200,L17,70.11,32.03,105,72.86,43.81,0.82,0.7805,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0821,900-1200,L18,23.49,49.53,73,119.27,1.62,0,0.0588,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0821,900-1200,L19,24.38,46.47,65,67.99,1.08,0,0.058,0,0,1,1,0.075,0,0,0,0,L19,,,,
SC0821,1200-1500,L1,247.74,28.76,105,158.35,231.3,5.67,0.2272,483.16,510.77,1,0.368,0.075,0,0,0,0,L19,,,,
SC0821,1200-1500,L3,186.79,36.28,37,340.59,159.22,1.73,0.6667,0,0,1,0.135,0.075,0,0,0,0,L19,,,,
SC0821,1200-1500,L6,254.4,11.8,23,412.29,224.52,3.35,0.9989,0.66,34.05,1,0.223,0.075,0,0,0,0,L19,,,,
SC0821,1200-1500,L13,19.17,59.25,107,127.38,2.59,0.05,0.0663,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0821,1200-1500,L16,152.89,27.5,41,256.68,114.02,1.93,0.62,129.35,224.12,1,0.223,0.075,0,0,0,0,L19,,,,
SC0821,1200-1500,L17,82.73,32.02,124,105.51,57.09,1.14,0.4987,0.21,14.27,1,0.368,0.075,0,0,0,0,L19,,,,
SC0821,1200-1500,L18,26.19,46.18,57,301.98,3.32,0,0.0523,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0821,1200-1500,L19,22.26,49.29,55,107.24,0.55,0,0.046,0,0,1,1,0.075,0,0,0,0,L19,,,,
SC0821,1500-1800,L1,264.9,28.13,104,259.96,247.98,4.04,0.4962,471.7,504.39,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,1500-1800,L3,280.57,32.99,39,423.42,251.89,4.08,0.1581,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0821,1500-1800,L6,459.1,13.54,33,704.03,430.25,10.26,0.5414,46.87,143.54,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,1500-1800,L13,23.07,60.81,96,198.67,6.72,0.31,0.0598,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,1500-1800,L16,281.48,26.57,43,508.38,242.76,2.57,0.167,246.15,357.48,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,1500-1800,L17,87.07,34.66,124,160.73,63.89,1.03,0.7698,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,1500-1800,L18,28.98,40.57,59,451.98,3.96,0,0.0593,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,1500-1800,L19,22.14,48.87,44,383.39,0.88,0,0.0473,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0821,1800-2100,L1,331.74,26.71,70,343.49,315.04,5.16,0.6391,270.92,390.85,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,1800-2100,L3,456.74,33.69,38,582.72,427.13,9,0.8103,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0821,1800-2100,L6,592.74,19.77,30,956.65,562.73,12.59,0.5947,148.44,210.72,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,1800-2100,L13,20.89,57.36,83,267.58,3.23,0.07,0.0638,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,1800-2100,L16,336.48,25.4,51,673.25,294.35,4.4,0.3982,175.73,289.2,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,1800-2100,L17,27.87,39.59,56,176.81,6.81,0.22,0.5065,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,1800-2100,L18,29.43,41.27,62,592.29,4.23,0,0.0929,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,1800-2100,L19,24.62,46.48,25,861.32,2.5,0,0.0232,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0821,2100-2400,L1,430.11,8.13,6,476.82,414.45,5.86,0.2656,6.27,24.24,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,2100-2400,L3,432.28,34.03,39,705.3,402.23,7.76,0.408,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0821,2100-2400,L6,623.5,31.38,37,1105.74,594.09,12.58,0.9931,223.46,256.91,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,2100-2400,L13,20.71,51.28,35,631.82,1.51,0,0.034,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,2100-2400,L16,121.32,23.84,40,747.7,86.57,1.1,0.6976,7.72,171.77,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,2100-2400,L17,26.31,35.71,15,381.26,0.3,0,0.0281,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,2100-2400,L18,25.18,45.13,64,605.84,3.58,0,0.079,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,2100-2400,L19,25.41,45.73,20,1117.44,3.67,0,0.0144,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0821,2400-2700,L3,274.87,34.7,34,832.27,246.24,4.38,0.4041,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0821,2400-2700,L6,729.41,26.08,37,1271.81,699.38,12.08,1,249.81,255.03,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,2400-2700,L13,19.49,54.66,23,797.42,0.53,0,0.0155,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,2400-2700,L16,33.91,36.31,18,969.87,2.13,0,0.0331,0,0,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,2400-2700,L18,26.53,44.5,40,832.09,3.06,0,0.0378,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,2400-2700,L19,23.24,49.01,22,1298.7,0.9,0,0.0171,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0821,2700-3000,L3,69.05,25.15,19,723.14,41.71,0.53,0.6971,0.07,5.19,0,0.135,0.075,0,0,0,0,L19,,,,
SC0821,2700-3000,L6,722.41,32.33,55,1491.38,692.18,12.93,1,237.75,264.94,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,2700-3000,L13,22.09,48.35,26,958.39,1.71,0,0.0205,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,2700-3000,L16,63.73,32.55,26,1100.04,30.02,0.65,0.0331,2.1,28.58,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,2700-3000,L17,24.11,26.76,4,1284.39,0.12,0,0.0902,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,2700-3000,L18,25.57,46.6,47,939.6,3.57,0,0.0515,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,2700-3000,L19,27.16,43.69,31,1473.49,3.19,0,0.0265,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0821,3000-3300,L3,36.94,43.34,8,506.55,9.63,0,0.0077,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0821,3000-3300,L6,658.42,23.86,36,1631.55,627.04,11.33,0.9859,244.67,263.48,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,3000-3300,L13,23.24,45.65,29,1156.6,2.34,0.04,0.0257,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,3000-3300,L16,36.83,27.14,15,1314.55,2.43,0.07,0.0816,0,0,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,3000-3300,L17,29.74,29.56,6,1339.84,0.03,0,0.1267,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,3000-3300,L18,30.92,39.61,46,1256.29,6.88,0.02,0.0596,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,3000-3300,L19,20.64,54.15,25,1673.45,0.54,0,0.0159,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0821,3300-3600,L3,40.7,21.16,6,419.24,13.34,0,0.0094,0,0,0,0.135,0.075,0,0,0,0,L19,,,,
SC0821,3300-3600,L6,943.35,16.06,22,1973.13,913.17,13.83,0.8101,248.06,264.95,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,3300-3600,L13,22.06,48.02,24,962.25,0.55,0,0.0144,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,3300-3600,L16,43.61,34,10,1150.84,4.61,0,0.1672,0,0,0,0.223,0.075,0,0,0,0,L19,,,,
SC0821,3300-3600,L17,27.28,22.5,11,1450.02,0.49,0,0.2034,0,0,0,0.368,0.075,0,0,0,0,L19,,,,
SC0821,3300-3600,L18,27.89,44.21,36,963.81,2.32,0,0.0245,0,0,0,0.607,0.075,0,0,0,0,L19,,,,
SC0821,3300-3600,L19,27.06,41.24,14,1977.53,1.21,0,0.01,0,0,0,1,0.075,0,0,0,0,L19,,,,
SC0822,600-900,L1,56.94,57.61,143,0.65,41.25,0.6,0.0814,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0822,600-900,L3,42.56,26.35,16,61.43,14.35,0.3,0.1994,0,0,1,0.135,0.075,0,0,0,0,L19,,,,
SC0822,600-900,L6,33.7,18.73,9,27.14,2.64,0.1,0.2197,0,0,1,0.223,0.075,0,0,0,0,L19,,,,
SC0822,600-900,L13,17.89,67.02,96,0.98,2.81,0.07,0.0512,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0822,600-900,L16,41.03,35.53,29,2.88,6.37,0.13,0.397,0,0,1,0.223,0.075,0,0,0,0,L19,,,,
SC0822,600-900,L17,48.95,38.17,78,32.93,24.44,0.38,0.4549,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0822,600-900,L18,18.97,63.18,36,39.53,0.51,0,0.0196,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0822,600-900,L19,23.62,47.65,41,13.94,0.96,0,0.038,0,0,1,1,0.075,0,0,0,0,L19,,,,
SC0822,900-1200,L1,164.91,40.71,118,17.68,148.5,2.38,0.3504,13.77,75.65,1,0.368,0.075,0,0,0,0,L19,,,,
SC0822,900-1200,L3,98.58,35.9,39,153.23,70.54,1,0.8102,0,0,1,0.135,0.075,0,0,0,0,L19,,,,
SC0822,900-1200,L6,148.05,9.74,24,226.38,118.28,2.96,0.9508,0,0,1,0.223,0.075,0,0,0,0,L19,,,,
SC0822,900-1200,L13,21.45,60.51,114,35.16,5.53,0.18,0.0692,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0822,900-1200,L16,104.37,29.75,54,145.9,67.74,1.2,0.7244,68,212.15,1,0.223,0.075,0,0,0,0,L19,,,,
SC0822,900-1200,L17,75.14,33.87,131,70.11,49.69,1.03,0.725,0,0,1,0.368,0.075,0,0,0,0,L19,,,,
SC0822,900-1200,L18,22.75,51.91,67,117.69,1.7,0,0.0505,0,0,1,0.607,0.075,0,0,0,0,L19,,,,
SC0822,900-1200,L19,24.39,45.64,71,72.66,1.05,0,0.058,0,0,1,1,0.075,0,0,0,0,L19,,,,
SC0822,1200-1500,L1,248.58,29.04,100,134.64,231.94,3.73,0.5642,410.64,504.74,1,0.368,0.075,0,0,0,0,L19,,,,
SC0822,1200-1500,L3,192.32,34.94,38,332.13,164.81,1.76,0.6634,0,0,1,0.135,0.075,0,0,0,0,L19,,,,
