scenario_code,time_s,link_id,travel_time,speed,volume,queue_delay,veh_delay,stops,occupancy,queue_length,max_queue_length,event_active,event_exposure,event_intensity,lanes_blocked,tt_missing_flag,speed_missing_flag,volume_missing_flag,event_link,,,,
SC0102,2400-2700,L18,22.59,50.73,76,879.61,2.01,0,0.0721,0,0,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,2400-2700,L19,24.28,44.4,24,1300.7,2.51,0,0.0172,0,0,0,0.135,0.075,0,0,0,0,L3,,,,
SC0102,2700-3000,L1,,,0,,,,0,0,0,0,0.368,0.075,0,1,1,1,L3,,,,
SC0102,2700-3000,L3,49.08,39.24,7,676.94,19.07,0.14,0.3657,0,0,0,1,0.075,0,0,0,0,L3,,,,
SC0102,2700-3000,L6,697.22,27.63,54,1427.55,665.53,12.17,1,216.51,254.78,0,0.607,0.075,0,0,0,0,L3,,,,
SC0102,2700-3000,L13,16.82,61.78,23,1128.3,0.32,0,0.0164,0,0,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,2700-3000,L16,279.85,21.1,38,1170.11,244.72,4.05,0.8212,182.51,271.24,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,2700-3000,L17,25.54,54.14,2,1399.15,0.27,0,0.0015,0,0,0,0.368,0.075,0,0,0,0,L3,,,,
SC0102,2700-3000,L18,21.02,42.84,31,1126.71,0.84,0,0.0378,0,0,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,2700-3000,L19,25.4,44.77,31,1421.01,2.14,0,0.0336,0,0,0,0.135,0.075,0,0,0,0,L3,,,,
SC0102,3000-3300,L1,,,0,,,,0,0,0,0,0.368,0.075,0,1,1,1,L3,,,,
SC0102,3000-3300,L3,35.56,53.66,5,450.66,8.85,0,0.0031,0,0,0,1,0.075,0,0,0,0,L3,,,,
SC0102,3000-3300,L6,785.72,18.89,31,1691.14,754.53,13,1,151.17,193.83,0,0.607,0.075,0,0,0,0,L3,,,,
SC0102,3000-3300,L13,16.98,61.76,38,1212.93,0.56,0,0.0284,0,0,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,3000-3300,L16,207.19,22.38,56,1441.81,174.77,2.95,0.7424,85.49,147.09,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,3000-3300,L17,21.68,40.45,4,1637.06,0.15,0,0.0048,0,0,0,0.368,0.075,0,0,0,0,L3,,,,
SC0102,3000-3300,L18,21.09,38.64,43,1227.49,0.83,0,0.0612,0,0,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,3000-3300,L19,24.99,45.17,29,1701.5,2.23,0,0.0207,0,0,0,0.135,0.075,0,0,0,0,L3,,,,
SC0102,3300-3600,L1,,,0,,,,0,0,0,0,0.368,0.075,0,1,1,1,L3,,,,
SC0102,3300-3600,L3,,,0,,,,0,0,0,0,1,0.075,0,1,1,1,L3,,,,
SC0102,3300-3600,L6,671.79,27.72,40,1871.19,643.13,12.35,1,87.07,131.47,0,0.607,0.075,0,0,0,0,L3,,,,
SC0102,3300-3600,L13,15,69.66,7,982.41,0.45,0,0.0037,0,0,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,3300-3600,L16,248.31,20.41,7,1571.41,216.71,2.83,0.1063,0,0,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,3300-3600,L17,,,0,,,,0,0,0,0,0.368,0.075,0,1,1,1,L3,,,,
SC0102,3300-3600,L18,18.71,60.24,8,1032.77,0.73,0,0.0067,0,0,0,0.223,0.075,0,0,0,0,L3,,,,
SC0102,3300-3600,L19,26.69,38.61,34,1901.1,4.49,0,0.0304,0,0,0,0.135,0.075,0,0,0,0,L3,,,,
SC0104,600-900,L1,48.93,55.83,125,0.8,33.09,0.72,0.0766,0,0,1,0.368,0.15,0,0,0,0,L3,,,,
SC0104,600-900,L3,45.17,29.14,16,48.55,11.43,0.25,0.0209,0,0,1,1,0.15,0,0,0,0,L3,,,,
SC0104,600-900,L6,31.15,17.73,9,35.47,3.01,0,0.0389,0,0,1,0.607,0.15,0,0,0,0,L3,,,,
SC0104,600-900,L13,19.24,66.22,123,0.99,3.74,0.08,0.0614,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0104,600-900,L16,50.36,31.6,30,10.56,16.21,0.39,0.478,1.01,17.14,1,0.223,0.15,0,0,0,0,L3,,,,
SC0104,600-900,L17,41.65,41.23,80,31.4,21.53,0.41,0.3856,0,0,1,0.368,0.15,0,0,0,0,L3,,,,
SC0104,600-900,L18,19.64,60.36,36,36.75,1.08,0,0.0212,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0104,600-900,L19,22.39,48.19,64,16.27,0.86,0,0.0519,0,0,1,0.135,0.15,0,0,0,0,L3,,,,
SC0104,900-1200,L1,136.43,42.72,120,9.16,151.56,2.63,0.3525,7.4,86.65,1,0.368,0.15,0,0,0,0,L3,,,,
SC0104,900-1200,L3,66.13,34.73,37,116.54,56.79,0.9,0.4973,0,0,1,1,0.15,0,0,0,0,L3,,,,
SC0104,900-1200,L6,190.56,7.81,10,243.04,142.28,1.89,0.3463,0,0,1,0.607,0.15,0,0,0,0,L3,,,,
SC0104,900-1200,L13,36.56,61.56,174,22.65,14.62,0.67,0.0966,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0104,900-1200,L16,91.34,28.08,42,160.75,82.24,1.14,0.8105,25.05,110.29,1,0.223,0.15,0,0,0,0,L3,,,,
SC0104,900-1200,L17,70.44,36.08,122,76.11,49.37,0.9,0.7199,0,0,1,0.368,0.15,0,0,0,0,L3,,,,
SC0104,900-1200,L18,21.98,53.78,70,135.25,2.43,0,0.0514,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0104,900-1200,L19,23.71,45.58,78,85,1.13,0,0.0683,0,0,1,0.135,0.15,0,0,0,0,L3,,,,
SC0104,1200-1500,L1,211.51,25.6,107,103.92,219.77,3.74,0.6524,215.85,276.04,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,1200-1500,L3,175.05,34.91,37,281.19,91.9,1.06,0.8157,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0104,1200-1500,L6,420.15,11.44,18,514.99,383.83,6.5,0.9885,24.65,109.83,0,0.607,0.15,0,0,0,0,L3,,,,
SC0104,1200-1500,L13,66.53,55.99,161,79.51,51.95,2.28,0.1197,37.8,158.08,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1200-1500,L16,161.39,28.18,47,338.89,164.05,2.19,0.3963,137.36,285.02,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1200-1500,L17,89.85,31.42,133,130.14,110.34,2.02,0.8071,7.82,81.63,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,1200-1500,L18,26.44,39.88,65,301.51,5.14,0,0.0761,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1200-1500,L19,23.54,44.99,90,132.01,1.74,0,0.0798,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0104,1500-1800,L1,250.39,23.17,89,198.74,268.49,3.76,0.7007,175.88,270,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,1500-1800,L3,267.45,35,39,411.98,208.81,2.14,0.4185,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0104,1500-1800,L6,640.88,19.46,29,809.95,601.07,9.97,0.9074,135.44,221.21,0,0.607,0.15,0,0,0,0,L3,,,,
SC0104,1500-1800,L13,100.82,49.76,98,222.26,68.51,3.22,0.0818,46.83,177.39,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1500-1800,L16,265.38,21.62,48,559.37,250.6,2.62,0.3939,240.14,342.47,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1500-1800,L17,131.76,35.13,116,230.11,137.95,3.14,0.7437,49.36,146.16,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,1500-1800,L18,29.47,39.3,67,458.45,4.66,0,0.0886,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1500-1800,L19,24.09,46.87,57,359.94,1.21,0,0.0644,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0104,1800-2100,L1,236.17,27.73,36,349.24,306.68,5.1,0.2191,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,1800-2100,L3,382.44,32.84,38,545.63,275.73,4.44,0.3344,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0104,1800-2100,L6,680.72,29.57,41,960.75,622.45,9.72,0.1743,229.77,256.02,0,0.607,0.15,0,0,0,0,L3,,,,
SC0104,1800-2100,L13,22.59,46.78,53,488.21,3.66,0.12,0.0583,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1800-2100,L16,346.21,22.67,60,712.36,281.8,4.93,0.4467,265.16,387.51,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1800-2100,L17,159.39,35.18,103,326.42,168.81,2.61,0.4164,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,1800-2100,L18,28.35,36.18,80,562.92,9.37,0,0.1212,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,1800-2100,L19,24.07,46.08,40,809.68,2.86,0,0.0389,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0104,2100-2400,L1,15.02,40.55,1,314.75,230.01,3.42,0.0007,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,2100-2400,L3,475.13,35.4,38,692.27,351.09,6.14,0.0465,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0104,2100-2400,L6,783.51,23.53,36,1102.64,705.2,12.11,0.7534,246.37,255.74,0,0.607,0.15,0,0,0,0,L3,,,,
SC0104,2100-2400,L13,24.02,50.01,34,707.6,2.38,0.03,0.0266,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2100-2400,L16,321.28,23.14,40,857.45,346.02,5.85,0.4328,218.65,332.32,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2100-2400,L17,32.36,25.94,5,819.95,0.11,0,0.0102,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,2100-2400,L18,29.61,40.58,67,659.19,5.24,0,0.0603,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2100-2400,L19,27.75,40.94,29,1116.76,4.9,0,0.027,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0104,2400-2700,L1,,64.73,1,1218,0,0,0.0004,0,0,0,0.368,0.15,0,1,1,1,L3,,,,
SC0104,2400-2700,L3,344.68,30.16,34,752.15,233.35,3.96,0.4351,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0104,2400-2700,L6,714.24,24.46,42,1287.37,650.33,15.02,0.8462,245.79,255.12,0,0.607,0.15,0,0,0,0,L3,,,,
SC0104,2400-2700,L13,23.64,47.84,33,867.6,2.51,0.06,0.0307,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2400-2700,L16,214.19,22.31,39,993.88,245.56,3.97,0.8105,104.47,207.2,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2400-2700,L17,30.54,18.5,2,1101,0.12,0,0.0034,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,2400-2700,L18,24.19,41.99,59,882.71,3.41,0,0.0696,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2400-2700,L19,25.98,42.16,31,1315.82,4.87,0,0.0281,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0104,2700-3000,L1,,,0,,,,0,0,0,0,0.368,0.15,0,1,1,1,L3,,,,
SC0104,2700-3000,L3,82.44,37.83,5,348.79,15.88,0,0.0072,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0104,2700-3000,L6,706.83,29.07,57,1403.44,559.21,12.98,1,160.29,206.5,0,0.607,0.15,0,0,0,0,L3,,,,
SC0104,2700-3000,L13,20.08,51.9,47,825.29,1.15,0,0.0306,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2700-3000,L16,137.95,25.3,34,1195.97,250.88,4.54,0.479,26.23,81.5,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2700-3000,L17,26.15,41.28,7,955.38,0.13,0,0.007,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,2700-3000,L18,26.46,38.53,51,809.62,2.43,0,0.053,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,2700-3000,L19,26.7,47.01,37,1359.67,2.55,0,0.0323,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0104,3000-3300,L1,15.64,,0,,,,0,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,3000-3300,L3,43.49,43.8,8,360.66,10.78,0,0.006,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0104,3000-3300,L6,571.84,26.22,52,1645.66,678.4,11.49,0.9445,131.16,184.68,0,0.607,0.15,0,0,0,0,L3,,,,
SC0104,3000-3300,L13,21.12,52.01,38,782.67,1.08,0,0.0293,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,3000-3300,L16,81.18,25.71,35,1261.04,150.06,1.46,0.0692,0.44,6.95,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,3000-3300,L17,25.79,39.46,8,1162.08,0.02,0,0.2009,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,3000-3300,L18,26.98,40.04,55,812.65,4.57,0,0.0682,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,3000-3300,L19,28.15,39,47,1657.78,4.53,0,0.0382,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0104,3300-3600,L1,,,0,,,,0,0,0,0,0.368,0.15,0,1,1,1,L3,,,,
SC0104,3300-3600,L3,58.64,20.91,7,383.03,26.72,0.14,0.0153,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0104,3300-3600,L6,736.74,23.62,28,1835.77,583.39,14.54,1,102.31,149.47,0,0.607,0.15,0,0,0,0,L3,,,,
SC0104,3300-3600,L13,18.4,56.43,32,1098.39,2.27,0.06,0.0217,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,3300-3600,L16,40.51,29.3,32,1261.93,29.02,0.23,0.268,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,3300-3600,L17,22.68,61.22,5,1571.81,0.5,0,0.0027,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0104,3300-3600,L18,24,40.21,42,1073.45,3.14,0,0.0469,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0104,3300-3600,L19,25.9,44.9,27,1774.7,4.6,0,0.021,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0105,600-900,L1,39.73,58.36,114,1.24,22.05,0.56,0.0659,0,0,1,0.368,0.15,0,0,0,0,L3,,,,
SC0105,600-900,L3,46.33,34.02,21,37.28,12.66,0.31,0.024,0,0,1,1,0.15,0,0,0,0,L3,,,,
SC0105,600-900,L6,33.56,18.99,9,40.63,5.21,0.18,0.0738,0,0,1,0.607,0.15,0,0,0,0,L3,,,,
SC0105,600-900,L13,19.48,66.14,131,0.92,4.57,0.14,0.0661,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,600-900,L16,49.95,31.26,30,10.45,16.03,0.39,0.4803,0.53,12.86,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,600-900,L17,44.05,44.05,86,32.47,21.73,0.41,0.3815,0,0,1,0.368,0.15,0,0,0,0,L3,,,,
SC0105,600-900,L18,19.65,60.13,37,35.99,1.05,0,0.0224,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,600-900,L19,22.64,47.62,60,12.3,1,0,0.0526,0,0,1,0.135,0.15,0,0,0,0,L3,,,,
SC0105,900-1200,L1,123.35,51.16,140,5.91,105.7,1.63,0.2157,2.87,43.52,1,0.368,0.15,0,0,0,0,L3,,,,
SC0105,900-1200,L3,102.09,34.25,37,134.64,68.1,0.93,0.3526,0,0,1,1,0.15,0,0,0,0,L3,,,,
SC0105,900-1200,L6,178.91,6.88,14,245.27,149.94,2.79,0.5538,0,0,1,0.607,0.15,0,0,0,0,L3,,,,
SC0105,900-1200,L13,35.49,61.64,174,18.59,19.71,0.81,0.0954,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,900-1200,L16,108.22,28.04,44,158.59,72.66,1.11,0.7954,51.31,172.46,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,900-1200,L17,89.66,32.16,135,77.32,66.1,1.31,0.7485,14.78,106.76,1,0.368,0.15,0,0,0,0,L3,,,,
SC0105,900-1200,L18,22.49,51.93,63,128.56,2.15,0,0.0472,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,900-1200,L19,24.23,44.26,92,55.92,1.76,0,0.0745,0,0,1,0.135,0.15,0,0,0,0,L3,,,,
SC0105,1200-1500,L1,213.09,29.01,112,32.75,195.63,3.03,0.5552,92.43,211.9,1,0.368,0.15,0,0,0,0,L3,,,,
SC0105,1200-1500,L3,189.98,33.21,39,270.68,157.7,1.7,0.1872,0,0,1,1,0.15,0,0,0,0,L3,,,,
SC0105,1200-1500,L6,437.62,10.75,11,533.86,408.47,6.4,1,33.76,123.27,1,0.607,0.15,0,0,0,0,L3,,,,
SC0105,1200-1500,L13,87.32,55.05,157,56.47,71.98,3.7,0.1677,47.86,219.19,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1200-1500,L16,207.52,29.69,44,325.13,172.33,2.18,0.7953,175.86,322.36,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1200-1500,L17,148.7,33.66,126,138.68,125.17,2.05,0.7818,66.79,157.29,1,0.368,0.15,0,0,0,0,L3,,,,
SC0105,1200-1500,L18,25.51,38.98,67,304.41,3.61,0,0.0878,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1200-1500,L19,23.13,46.18,90,70.37,1.31,0,0.0897,0,0,1,0.135,0.15,0,0,0,0,L3,,,,
SC0105,1500-1800,L1,251.51,21.3,67,100.02,233.11,3.61,0.5541,107.53,244.58,1,0.368,0.15,0,0,0,0,L3,,,,
SC0105,1500-1800,L3,258.62,34.02,39,441.52,224.91,3.4,0.3035,0,0,1,1,0.15,0,0,0,0,L3,,,,
SC0105,1500-1800,L6,729.81,20.15,22,858.78,702.66,9.96,0.9008,159.22,256.93,1,0.607,0.15,0,0,0,0,L3,,,,
SC0105,1500-1800,L13,127.91,22.42,95,202.43,111.63,5.45,0.3271,114.76,288.87,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1500-1800,L16,322.86,20.9,41,552.44,282.1,4.54,0.8071,302.94,383.12,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1500-1800,L17,175.08,33.95,123,224.65,151.82,2.43,0.4869,80.45,167.35,1,0.368,0.15,0,0,0,0,L3,,,,
SC0105,1500-1800,L18,30.85,36.71,64,482.84,5.84,0,0.1319,0,0,1,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1500-1800,L19,22.63,49.02,34,391.66,0.71,0,0.0377,0,0,1,0.135,0.15,0,0,0,0,L3,,,,
SC0105,1800-2100,L1,274.71,43.28,7,306.73,255.23,5,0.0081,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,1800-2100,L3,325.63,34.59,39,546.92,297.8,4.12,0.1238,0.03,4.51,0,1,0.15,0,0,0,0,L3,,,,
SC0105,1800-2100,L6,750.36,30.11,44,986.12,720.44,12.55,0.5868,249.9,258.76,0,0.607,0.15,0,0,0,0,L3,,,,
SC0105,1800-2100,L13,23.01,46.55,42,592.07,1.6,0,0.0452,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1800-2100,L16,326.19,23.18,56,704.85,286.18,4.98,0.7122,273.06,398.29,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1800-2100,L17,175.01,40.03,89,307.63,153.25,2.27,0.4102,1.72,9.07,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,1800-2100,L18,26.27,42.65,68,583.27,3.32,0,0.093,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,1800-2100,L19,24.42,45.72,48,838.77,2.7,0,0.0423,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0105,2100-2400,L1,15.03,67.52,1,1387.65,0,0,0.0003,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,2100-2400,L3,437.95,35.88,37,693.61,406.25,9,0.8203,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0105,2100-2400,L6,817.54,20.3,30,1139.14,787.37,16,1,247.73,257.02,0,0.607,0.15,0,0,0,0,L3,,,,
SC0105,2100-2400,L13,22.34,46.19,38,723.09,1.29,0,0.0343,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2100-2400,L16,270.84,24.91,39,899.13,234.3,3.51,0.825,112.38,190.71,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2100-2400,L17,33.52,27.38,5,809.46,0.03,0,0.1065,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,2100-2400,L18,30.58,37.01,71,725,5.73,0,0.0783,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2100-2400,L19,23.3,49.95,18,1157.9,2.57,0,0.0159,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0105,2400-2700,L1,15.8,66.59,1,1336.4,0,0,0.0004,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,2400-2700,L3,316.58,31.98,31,773.31,287.41,5.54,0.7932,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0105,2400-2700,L6,762.74,21.34,29,1271.53,732.78,13.66,1,253.07,257.15,0,0.607,0.15,0,0,0,0,L3,,,,
SC0105,2400-2700,L13,24.94,45.06,34,919.77,4.1,0.03,0.0322,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2400-2700,L16,163.82,22.57,38,1060.01,127.46,1.49,0.8054,46.2,156.47,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2400-2700,L17,31.44,17.97,1,843.6,0,0,0.038,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,2400-2700,L18,24.96,44.03,57,871.5,3.07,0,0.0658,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2400-2700,L19,25.05,42.79,18,1288.34,4.31,0,0.0144,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0105,2700-3000,L1,,,0,,,,0,0,0,0,0.368,0.15,0,1,1,1,L3,,,,
SC0105,2700-3000,L3,38.27,30.93,6,572.09,10.57,0,0.0072,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0105,2700-3000,L6,879.21,22.24,55,1516.55,848.84,15.22,0.6355,222.96,257.25,0,0.607,0.15,0,0,0,0,L3,,,,
SC0105,2700-3000,L13,19.94,53.18,45,892.69,0.69,0,0.0283,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2700-3000,L16,55,25.71,39,1192.88,22.06,0.3,0.278,0.5,23.1,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2700-3000,L17,26.37,33.25,5,939.93,0.36,0,0.1065,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,2700-3000,L18,25.26,41.47,61,909.2,2.17,0,0.0544,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,2700-3000,L19,26.59,42.91,31,1530.7,4.6,0,0.0299,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0105,3000-3300,L1,,,0,,,,0,0,0,0,0.368,0.15,0,1,1,1,L3,,,,
SC0105,3000-3300,L3,37.97,44.58,8,373.76,10.41,0,0.006,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0105,3000-3300,L6,751.97,19.28,45,1724.94,721.82,15.67,0.4166,169.32,221.28,0,0.607,0.15,0,0,0,0,L3,,,,
SC0105,3000-3300,L13,19.65,52.88,39,886.47,0.86,0,0.0302,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,3000-3300,L16,51.5,26.63,24,1241.04,14.02,0.17,0.0731,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,3000-3300,L17,26.42,29.19,8,1206.54,0.3,0,0.3403,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,3000-3300,L18,26.11,36.83,48,874.42,2.76,0,0.0653,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,3000-3300,L19,26.6,38.95,42,1717.35,3.98,0,0.0392,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0105,3300-3600,L1,,,0,,,,0,0,0,0,0.368,0.15,0,1,1,1,L3,,,,
SC0105,3300-3600,L3,56.07,20.11,6,390.48,28.33,0.17,0.0141,0,0,0,1,0.15,0,0,0,0,L3,,,,
SC0105,3300-3600,L6,700.31,16.21,43,1883.13,668.77,13.4,0.4798,106.72,203.25,0,0.607,0.15,0,0,0,0,L3,,,,
SC0105,3300-3600,L13,19.13,55.94,28,1145.16,1.3,0,0.0175,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,3300-3600,L16,62.53,26.1,22,1417.51,25.87,0.23,0.4159,8.07,59.39,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,3300-3600,L17,22.57,56.29,8,1739.49,0.06,0,0.0073,0,0,0,0.368,0.15,0,0,0,0,L3,,,,
SC0105,3300-3600,L18,24.75,40.93,39,1084.14,2.57,0,0.0362,0,0,0,0.223,0.15,0,0,0,0,L3,,,,
SC0105,3300-3600,L19,30.42,38.98,46,1895.28,6.87,0,0.0396,0,0,0,0.135,0.15,0,0,0,0,L3,,,,
SC0106,600-900,L1,50.36,56.71,128,0.69,33.43,0.63,0.0787,0,0,1,0.368,0.225,0,0,0,0,L3,,,,
SC0106,600-900,L3,45.73,28.12,17,48.05,11.25,0.25,0.023,0,0,1,1,0.225,0,0,0,0,L3,,,,
SC0106,600-900,L6,32.1,11.6,9,37.23,2.66,0,0.2059,0,0,1,0.607,0.225,0,0,0,0,L3,,,,
SC0106,600-900,L13,21.49,65.97,118,1.11,6.49,0.3,0.0598,0,0,1,0.223,0.225,0,0,0,0,L3,,,,
SC0106,600-900,L16,50.74,31.57,27,11.51,17.04,0.46,0.4979,1.46,27.55,1,0.223,0.225,0,0,0,0,L3,,,,
SC0106,600-900,L17,46.57,42.37,81,33.39,23.79,0.4,0.3621,0,0,1,0.368,0.225,0,0,0,0,L3,,,,
SC0106,600-900,L18,19.69,59.72,36,37.23,1.11,0,0.021,0,0,1,0.223,0.225,0,0,0,0,L3,,,,
SC0106,600-900,L19,22.64,47.39,68,11.12,1.28,0,0.0564,0,0,1,0.135,0.225,0,0,0,0,L3,,,,
SC0106,900-1200,L1,149.98,42.7,131,8.46,132.44,2.28,0.2772,11.32,98.31,1,0.368,0.225,0,0,0,0,L3,,,,
SC0106,900-1200,L3,74.59,36.62,40,128.09,42.79,0.73,0.1996,0,0,1,1,0.225,0,0,0,0,L3,,,,
SC0106,900-1200,L6,170.84,8.55,12,226.44,143.85,1.77,0.946,0,0,1,0.607,0.225,0,0,0,0,L3,,,,
SC0106,900-1200,L13,43.87,60.05,178,24.65,28.14,1.23,0.103,0.66,26.62,1,0.223,0.225,0,0,0,0,L3,,,,
SC0106,900-1200,L16,115.91,29.02,54,158.05,80.99,1.13,0.5482,77.36,209.61,1,0.223,0.225,0,0,0,0,L3,,,,
SC0106,900-1200,L17,74.21,33.63,121,76.82,50.4,0.88,0.746,1.26,29.97,1,0.368,0.225,0,0,0,0,L3,,,,
SC0106,900-1200,L18,22.78,52.87,71,132.51,2.43,0,0.0546,0,0,1,0.223,0.225,0,0,0,0,L3,,,,
SC0106,900-1200,L19,23.27,46.56,74,67.89,1.09,0,0.0691,0,0,1,0.135,0.225,0,0,0,0,L3,,,,
